"Machen_ChristianityLiberalism" "Machen_LitHistNT" "Machen_OriginPaulReligion" "Mencken_AmericanLanguage" "Mencken_DefenseWomen" "Mencken_Nietzche" "Poe_FallHouseUsher" "Poe_Works1" "Rian_Unbelief" "VanTil_ChristianTheisticEthics" "VanTil_ProtestantDoctrineScripture" "VanTil_SurveyChristianEpistemology"
"promises" 0.00175985076465516 0.0063688472386498 0.000842587755514737 0.00696275794842337 0 0.00128955716606917 0 0.00530475836825633 0 0.0147493905031277 0.00171013253527148 0
"provide" 0.0105591045879309 0.0063688472386498 0.00589811428860316 0 0 0.00515822866427669 0.0685065570561754 0.00954856506286139 0 0.000867611206066338 0 0
"reaction" 0.00175985076465516 0.00272950595942134 0.00252776326654421 0.00348137897421169 0 0.00773734299641503 0 0 0 0.00433805603033169 0.0119709277469004 0.0102013924900749
"regeneration" 0.00879925382327579 0.00181967063961423 0.00421293877757368 0 0 0 0 0 0.0390472471690746 0.00780850085459704 0 0.0161522047759519
"residence" 0 0.00818851787826403 0.0143239918437505 0.00174068948710584 0.00240500240500241 0 0 0.0127314200838152 0 0 0 0
"rights" 0.00703940305862063 0.00363934127922846 0.00337035102205895 0 0.0144300144300144 0.0206329146571067 0 0 0 0.00173522241213268 0.00171013253527148 0.0034004641633583
"road" 0.00351970152931031 0.00363934127922846 0.00589811428860316 0.00783310269197629 0 0.00515822866427669 0 0.0031828550209538 0 0.0069408896485307 0.00171013253527148 0.00255034812251872
"root" 0.0246379107051722 0.00363934127922846 0.00505552653308842 0.00957379217908213 0 0 0 0 0 0.00260283361819901 0 0.00255034812251872
"self-sacrifice" 0.0211182091758619 0.00181967063961423 0.00252776326654421 0 0 0.0257911433213834 0 0 0 0.00260283361819901 0 0.000850116040839575
"similarly" 0 0.00181967063961423 0.00252776326654421 0.00435172371776461 0 0 0.00978665100802505 0.00106095167365127 0 0.00607327844246436 0.00342026507054297 0.0170023208167915
"solve" 0.00527955229396547 0.00363934127922846 0.00674070204411789 0 0 0.0116060144946225 0 0 0 0.00260283361819901 0.00513039760581445 0.00935127644923532
"species" 0 0 0 0 0.00962000962000962 0.0141851288267609 0.0293599530240752 0.0148533234311177 0 0 0 0.00765104436755617
"spent" 0 0.00454917659903557 0.00842587755514737 0.000870344743552921 0.00240500240500241 0.0180538003249684 0.00978665100802505 0.00848761338921012 0 0.000867611206066338 0 0
"spread" 0.00351970152931031 0.00545901191884269 0.000842587755514737 0.011314481666188 0 0.00257911433213834 0.0195733020160501 0.0106095167365127 0.0390472471690746 0.000867611206066338 0 0.00255034812251872
"starts" 0 0 0.00168517551102947 0.00174068948710584 0.00481000481000481 0 0 0 0 0.00780850085459704 0.0273621205643437 0.00850116040839575
"strongly" 0 0.00818851787826403 0.00758328979963263 0.00174068948710584 0.00240500240500241 0.00128955716606917 0 0.00742666171555886 0 0.000867611206066338 0.00684053014108593 0.00595081228587702
"successful" 0.00351970152931031 0.00363934127922846 0.00337035102205895 0.00435172371776461 0.0168350168350168 0.0116060144946225 0 0.00424380669460506 0 0.00173522241213268 0.00342026507054297 0.00170023208167915
"treated" 0.00703940305862063 0.0145573651169138 0.00337035102205895 0.00348137897421169 0 0.00257911433213834 0 0.00106095167365127 0 0.00607327844246436 0 0.00255034812251872
"won" 0.00351970152931031 0.00727868255845692 0.00926846531066211 0.00696275794842337 0.00240500240500241 0.00515822866427669 0 0.0031828550209538 0 0.00173522241213268 0.00342026507054297 0
"afterwards" 0.00351970152931031 0.0127376944772996 0.00421293877757368 0.00261103423065876 0 0 0.00978665100802505 0.0127314200838152 0 0.000867611206066338 0.00171013253527148 0.000850116040839575
"april" 0 0 0 0.0130551711532938 0 0.00257911433213834 0 0.0233409368203278 0 0 0.00171013253527148 0
"asia" 0 0.0309344008734419 0.00252776326654421 0 0.00240500240500241 0.00128955716606917 0 0 0 0 0.00171013253527148 0
"benefit" 0.00527955229396547 0.0109180238376854 0.00252776326654421 0.000870344743552921 0.00481000481000481 0.0116060144946225 0 0.00106095167365127 0 0.00520566723639803 0.00342026507054297 0.000850116040839575
"boston" 0 0 0 0.0295917212807993 0 0.00257911433213834 0 0.00212190334730253 0 0 0 0.00170023208167915
"clock" 0 0.000909835319807115 0 0.000870344743552921 0.00240500240500241 0.00386867149820752 0 0.036072356904143 0 0 0 0
"color" 0.00175985076465516 0.000909835319807115 0.00505552653308842 0.00696275794842337 0 0.0103164573285534 0 0.0106095167365127 0 0 0.00684053014108593 0.00170023208167915
"defend" 0.00527955229396547 0.000909835319807115 0.00421293877757368 0.00261103423065876 0 0.00644778583034586 0 0 0 0.000867611206066338 0.0119709277469004 0.0127517406125936
"denounced" 0 0 0.000842587755514737 0.0234993080759289 0.012025012025012 0.0090269001624842 0 0 0 0 0 0
"desired" 0.00351970152931031 0.00727868255845692 0.0151665795992653 0 0 0.00386867149820752 0 0.0031828550209538 0 0.00260283361819901 0 0.00255034812251872
"develop" 0.00175985076465516 0.000909835319807115 0.000842587755514737 0.00174068948710584 0.00240500240500241 0.00515822866427669 0 0 0 0.0234255025637911 0 0.00255034812251872
"differs" 0.0175985076465516 0.00454917659903557 0.00589811428860316 0.00174068948710584 0.00240500240500241 0.00515822866427669 0 0.0031828550209538 0 0.00260283361819901 0.00684053014108593 0.000850116040839575
"eastern" 0 0.0063688472386498 0.0126388163327211 0.00783310269197629 0.00240500240500241 0.00128955716606917 0 0.00636571004190759 0 0.000867611206066338 0 0
"efficiency" 0.00351970152931031 0 0 0 0.00962000962000962 0.0412658293142135 0 0.00212190334730253 0 0 0 0
"food" 0 0.00818851787826403 0.00926846531066211 0.00174068948710584 0.00481000481000481 0.0154746859928301 0.00978665100802505 0.00106095167365127 0 0.00173522241213268 0 0
"healthy" 0.0123189553525861 0.00272950595942134 0.000842587755514737 0.00174068948710584 0.00481000481000481 0.0283702576535218 0 0 0 0.00173522241213268 0.00171013253527148 0
"hell" 0.00527955229396547 0.00181967063961423 0 0.00783310269197629 0.00721500721500722 0.0141851288267609 0.00978665100802505 0.00424380669460506 0 0.00260283361819901 0.00171013253527148 0.00255034812251872
"immortality" 0.00351970152931031 0.00363934127922846 0.00421293877757368 0 0 0.00644778583034586 0 0 0 0.00520566723639803 0.00342026507054297 0.0136018566534332
"influenced" 0 0.00272950595942134 0.0151665795992653 0.00609241320487045 0 0.00386867149820752 0 0.00212190334730253 0 0.00173522241213268 0.00342026507054297 0.00255034812251872
"lips" 0.00703940305862063 0.00727868255845692 0.00168517551102947 0.00957379217908213 0.00240500240500241 0.00257911433213834 0.0391466040321002 0.00636571004190759 0 0.000867611206066338 0.00171013253527148 0
"march" 0.00351970152931031 0 0.0117962285772063 0.0174068948710584 0 0 0 0.00212190334730253 0 0 0 0.00170023208167915
"married" 0 0 0 0.00522206846131753 0.0481000481000481 0.0103164573285534 0 0.00212190334730253 0 0.000867611206066338 0 0.00255034812251872
"moses" 0.00175985076465516 0.00363934127922846 0.00674070204411789 0.00174068948710584 0 0.00128955716606917 0 0 0 0.0121465568849287 0.0153911928174434 0.000850116040839575
"newspaper" 0 0 0.00168517551102947 0.022628963332376 0.0144300144300144 0.00257911433213834 0 0.00424380669460506 0 0 0 0
"pages" 0.00527955229396547 0.00727868255845692 0.00589811428860316 0.00696275794842337 0 0.00515822866427669 0.00978665100802505 0.00636571004190759 0 0 0.00171013253527148 0.00170023208167915
"reveals" 0.00351970152931031 0.00909835319807115 0 0.00696275794842337 0 0.00128955716606917 0 0 0 0.00347044482426535 0.0222317229585293 0.00170023208167915
"rose" 0.00703940305862063 0.00272950595942134 0.00674070204411789 0.00348137897421169 0 0.00773734299641503 0.00978665100802505 0.00848761338921012 0 0.00260283361819901 0.00513039760581445 0
"stated" 0.00175985076465516 0 0 0.000870344743552921 0.00481000481000481 0.00257911433213834 0.00978665100802505 0.0148533234311177 0.117141741507224 0.00347044482426535 0.00513039760581445 0.00765104436755617
"substitution" 0.00175985076465516 0.000909835319807115 0.00252776326654421 0.021758618588823 0.00721500721500722 0 0 0 0.0390472471690746 0.00260283361819901 0 0.00255034812251872
"sum" 0.00879925382327579 0.00181967063961423 0.00168517551102947 0.00348137897421169 0.00721500721500722 0.00515822866427669 0 0.0106095167365127 0 0.00607327844246436 0.00171013253527148 0.00170023208167915
"valuable" 0.00527955229396547 0.00909835319807115 0.00421293877757368 0.00174068948710584 0.012025012025012 0.00386867149820752 0 0.00424380669460506 0 0.00173522241213268 0 0.00510069624503745
"widely" 0.00175985076465516 0.0109180238376854 0.00842587755514737 0.0104441369226351 0 0.00257911433213834 0 0 0 0.000867611206066338 0.00171013253527148 0.000850116040839575
"worthy" 0.00879925382327579 0.0063688472386498 0.00589811428860316 0.00174068948710584 0.00481000481000481 0.00644778583034586 0 0.00636571004190759 0 0.00260283361819901 0.00171013253527148 0.00170023208167915
"accident" 0 0 0.000842587755514737 0.000870344743552921 0.00240500240500241 0.00386867149820752 0 0.0233409368203278 0 0.000867611206066338 0.00855066267635742 0.00425058020419787
"arise" 0.0105591045879309 0.00454917659903557 0.00337035102205895 0.00174068948710584 0.00721500721500722 0.00773734299641503 0.0195733020160501 0.0031828550209538 0 0.00347044482426535 0 0.0034004641633583
"bold" 0.00175985076465516 0.00181967063961423 0.00252776326654421 0.00870344743552921 0.012025012025012 0.00257911433213834 0 0.0031828550209538 0.0390472471690746 0.00173522241213268 0.00513039760581445 0.00595081228587702
"certainty" 0 0.0127376944772996 0.00337035102205895 0.000870344743552921 0 0.00386867149820752 0 0.0031828550209538 0 0.00520566723639803 0.00684053014108593 0.0034004641633583
"chamber" 0 0 0.00252776326654421 0.000870344743552921 0.00240500240500241 0 0.0587199060481503 0.0297066468622354 0 0 0 0
"choose" 0.00527955229396547 0.00727868255845692 0.000842587755514737 0.00609241320487045 0.00240500240500241 0.00257911433213834 0.00978665100802505 0.0031828550209538 0 0.00520566723639803 0.00171013253527148 0.00510069624503745
"clark" 0 0 0 0.000870344743552921 0 0 0 0 0 0.00173522241213268 0.0615647712697734 0
"complex" 0.00879925382327579 0.00272950595942134 0.00421293877757368 0.00783310269197629 0.0264550264550265 0.00386867149820752 0 0.00212190334730253 0 0 0.00171013253527148 0
"confusion" 0.00175985076465516 0.00181967063961423 0.000842587755514737 0.0139255158968467 0.00240500240500241 0.00128955716606917 0 0.00742666171555886 0 0.00173522241213268 0.00342026507054297 0.00510069624503745
"countries" 0 0.00272950595942134 0.00168517551102947 0.011314481666188 0.0240500240500241 0.0090269001624842 0.00978665100802505 0.00212190334730253 0 0 0 0.000850116040839575
"debate" 0.0105591045879309 0.000909835319807115 0.00337035102205895 0.00609241320487045 0.00240500240500241 0.00128955716606917 0 0 0.0390472471690746 0.00867611206066338 0.00513039760581445 0.00425058020419787
"definition" 0.00879925382327579 0 0.00252776326654421 0.00174068948710584 0 0.00257911433213834 0 0.00106095167365127 0 0.0147493905031277 0.00513039760581445 0.00510069624503745
"delight" 0 0.000909835319807115 0 0.00696275794842337 0.0192400192400192 0.0116060144946225 0.00978665100802505 0.0116704684101639 0 0 0.00171013253527148 0
"dropped" 0 0 0.000842587755514737 0.0191475843581643 0.00481000481000481 0.00128955716606917 0.00978665100802505 0.00954856506286139 0 0 0.00513039760581445 0
"endeavor" 0.00527955229396547 0.00454917659903557 0 0.00261103423065876 0 0.0128955716606917 0 0.00636571004190759 0 0.00780850085459704 0.00171013253527148 0.00170023208167915
"enterprise" 0 0.00181967063961423 0 0.00522206846131753 0.0432900432900433 0.00386867149820752 0 0 0 0.00520566723639803 0.00684053014108593 0
"excluded" 0.00175985076465516 0.0063688472386498 0.0168517551102947 0 0 0.00128955716606917 0 0.00106095167365127 0 0.00173522241213268 0 0.00595081228587702
"faced" 0.0123189553525861 0.00545901191884269 0.00674070204411789 0 0.00962000962000962 0.00257911433213834 0 0 0 0.00520566723639803 0 0.00510069624503745
"fairly" 0.00703940305862063 0.00363934127922846 0.00421293877757368 0 0.00240500240500241 0.00515822866427669 0 0.00954856506286139 0 0.00347044482426535 0.00342026507054297 0.00510069624503745
"indication" 0 0.0109180238376854 0.00252776326654421 0.00174068948710584 0.00240500240500241 0.00257911433213834 0.00978665100802505 0.0031828550209538 0 0.00347044482426535 0.00171013253527148 0.00850116040839575
"influences" 0 0.00545901191884269 0.00674070204411789 0.0147958606403997 0.00240500240500241 0.00515822866427669 0.00978665100802505 0 0 0.000867611206066338 0 0.000850116040839575
"license" 0.00351970152931031 0.00272950595942134 0 0.000870344743552921 0 0 0.156586416128401 0.0180361784520715 0 0 0 0
"limitation" 0.00351970152931031 0.00454917659903557 0.00421293877757368 0 0.00240500240500241 0 0.0293599530240752 0.0031828550209538 0 0.0130141680909951 0 0.00425058020419787
"matt" 0.00527955229396547 0.0291147302338277 0.00337035102205895 0 0 0 0 0 0 0 0 0
"miles" 0 0.000909835319807115 0.00252776326654421 0.00174068948710584 0 0.00128955716606917 0 0.0328895018831892 0 0.000867611206066338 0 0
"news" 0.0105591045879309 0.0163770357565281 0.00252776326654421 0.00435172371776461 0 0.00128955716606917 0 0.00530475836825633 0 0 0.00171013253527148 0
"one^s" 0.0140788061172413 0.00272950595942134 0 0.0121848264097409 0.00721500721500722 0.0141851288267609 0 0 0 0 0 0
"pay" 0.00879925382327579 0 0 0.00696275794842337 0.00481000481000481 0.0141851288267609 0.00978665100802505 0.00848761338921012 0 0.000867611206066338 0.00171013253527148 0.00170023208167915
"phenomenal" 0 0 0.000842587755514737 0 0 0 0 0 0 0.00954372326672971 0.0171013253527148 0.0144519726942728
"piety" 0.00175985076465516 0.00909835319807115 0.0151665795992653 0.000870344743552921 0.00481000481000481 0.00386867149820752 0 0.00106095167365127 0 0.00260283361819901 0 0
"rests" 0.00175985076465516 0.00181967063961423 0.00337035102205895 0 0 0.00128955716606917 0 0 0 0.0112789456788624 0.0153911928174434 0.00765104436755617
"sacraments" 0.00175985076465516 0.00727868255845692 0.0219072816433832 0 0 0 0 0 0 0 0 0.0034004641633583
"self-conscious" 0 0 0 0.00435172371776461 0.00240500240500241 0 0 0 0 0.0112789456788624 0.00342026507054297 0.0153020887351123
"sharp" 0.00351970152931031 0.00181967063961423 0.00674070204411789 0.000870344743552921 0.0168350168350168 0.00128955716606917 0.00978665100802505 0.00424380669460506 0 0.00433805603033169 0.00342026507054297 0.00510069624503745
"slave" 0 0.00545901191884269 0 0.00174068948710584 0.0144300144300144 0.0270807004874526 0.00978665100802505 0.00106095167365127 0 0.00173522241213268 0 0
"speeches" 0 0.0227458829951779 0 0.00870344743552921 0 0 0 0.00212190334730253 0 0.00173522241213268 0 0
"tendencies" 0.00175985076465516 0.00181967063961423 0.00168517551102947 0.0174068948710584 0 0 0 0 0 0.00433805603033169 0.00513039760581445 0.00510069624503745
"throw" 0.00351970152931031 0.000909835319807115 0.000842587755514737 0.00348137897421169 0.0144300144300144 0.00257911433213834 0.00978665100802505 0.0169752267784202 0 0.000867611206066338 0 0.00425058020419787
"unique" 0.00351970152931031 0.00818851787826403 0.00337035102205895 0.00261103423065876 0 0 0 0.00106095167365127 0 0.0121465568849287 0 0.00510069624503745
"unusual" 0.00175985076465516 0.00727868255845692 0.000842587755514737 0.000870344743552921 0.012025012025012 0.00257911433213834 0.0489332550401253 0.0169752267784202 0 0 0 0
"vii" 0.00175985076465516 0.00363934127922846 0.0151665795992653 0.011314481666188 0.00240500240500241 0.00257911433213834 0 0 0 0 0 0
"wanted" 0 0.00363934127922846 0.00168517551102947 0.00609241320487045 0 0.00386867149820752 0 0.00530475836825633 0.0390472471690746 0.00954372326672971 0.00342026507054297 0.0034004641633583
"abstraction" 0 0 0.00252776326654421 0 0.00240500240500241 0 0.00978665100802505 0.00212190334730253 0 0.0138817792970614 0.00342026507054297 0.0110515085309145
"authorities" 0 0.00727868255845692 0.00842587755514737 0.0130551711532938 0 0.00128955716606917 0 0 0 0.00260283361819901 0.00171013253527148 0
"bishop" 0 0.0172868710763352 0 0.00435172371776461 0.00240500240500241 0.00128955716606917 0.00978665100802505 0.00742666171555886 0 0 0.00684053014108593 0
"bug" 0 0 0 0.00522206846131753 0 0 0 0.0339504535568405 0 0 0 0
"ceased" 0 0.0063688472386498 0.00842587755514737 0.00348137897421169 0 0.0103164573285534 0 0.00954856506286139 0 0 0 0
"congregation" 0.0123189553525861 0.0254753889545992 0 0 0 0.00128955716606917 0 0 0 0.000867611206066338 0 0.000850116040839575
"critic" 0.00175985076465516 0 0 0.0121848264097409 0.00721500721500722 0.0180538003249684 0 0.00636571004190759 0 0 0 0
"decay" 0 0 0.000842587755514737 0.021758618588823 0.0144300144300144 0.00257911433213834 0.00978665100802505 0.00212190334730253 0 0.000867611206066338 0 0
"descartes" 0 0 0 0 0 0.00257911433213834 0 0 0 0.00347044482426535 0.00855066267635742 0.0229531331026685
"dispute" 0.00175985076465516 0.000909835319807115 0.000842587755514737 0.00174068948710584 0.00240500240500241 0.00257911433213834 0.00978665100802505 0.00106095167365127 0 0.00347044482426535 0.00171013253527148 0.0195526689393102
"everyone" 0.00527955229396547 0.00909835319807115 0 0.00609241320487045 0.00240500240500241 0.0116060144946225 0 0 0 0.00347044482426535 0.00342026507054297 0.00170023208167915
"expectation" 0.00351970152931031 0.00727868255845692 0.01600916735478 0 0.00240500240500241 0.00128955716606917 0 0.00742666171555886 0 0 0 0
"finished" 0.00351970152931031 0 0.00337035102205895 0.00348137897421169 0.00240500240500241 0.00128955716606917 0 0.00424380669460506 0 0.00347044482426535 0.0290722530996152 0.000850116040839575
"grew" 0 0.00272950595942134 0.00168517551102947 0.00261103423065876 0 0.0193433574910376 0.0195733020160501 0.00954856506286139 0 0.00173522241213268 0.00171013253527148 0.000850116040839575
"growth" 0.00879925382327579 0.00181967063961423 0 0.0130551711532938 0.00240500240500241 0.00515822866427669 0 0 0.0390472471690746 0.0069408896485307 0 0.00170023208167915
"identify" 0 0.00454917659903557 0.00505552653308842 0.000870344743552921 0 0 0.00978665100802505 0.0031828550209538 0 0.00433805603033169 0.0153911928174434 0.0068009283267166
"ill" 0.00527955229396547 0.00181967063961423 0.00252776326654421 0.00783310269197629 0.00240500240500241 0.0103164573285534 0 0.0116704684101639 0 0 0.00171013253527148 0
"impulse" 0 0.00181967063961423 0 0.00348137897421169 0.00721500721500722 0.029659814819591 0 0.00106095167365127 0 0.00347044482426535 0 0.000850116040839575
"increasing" 0.00351970152931031 0.00454917659903557 0.000842587755514737 0.00348137897421169 0.00481000481000481 0.0116060144946225 0.0195733020160501 0.00636571004190759 0 0.00260283361819901 0.00513039760581445 0.000850116040839575
"indifferent" 0.00351970152931031 0.00545901191884269 0.0134814040882358 0.00174068948710584 0.00240500240500241 0.00257911433213834 0 0 0.0390472471690746 0.00260283361819901 0 0.00425058020419787
"inevitably" 0.00175985076465516 0.00272950595942134 0.00252776326654421 0.00261103423065876 0.0216450216450216 0.0103164573285534 0 0.00424380669460506 0 0.00173522241213268 0.00171013253527148 0.0034004641633583
"innocent" 0.00175985076465516 0.00181967063961423 0 0.00348137897421169 0.00962000962000962 0.00773734299641503 0 0.0106095167365127 0 0.00260283361819901 0.00171013253527148 0.00595081228587702
"instrument" 0.00527955229396547 0.00545901191884269 0.00926846531066211 0 0.00240500240500241 0.00644778583034586 0 0.00636571004190759 0 0.00433805603033169 0 0.000850116040839575
"limit" 0 0.000909835319807115 0 0 0 0 0 0.0106095167365127 0 0.0112789456788624 0.00342026507054297 0.0102013924900749
"medium" 0.00175985076465516 0.00363934127922846 0.00421293877757368 0.00261103423065876 0 0.00257911433213834 0.0489332550401253 0.0127314200838152 0 0.00173522241213268 0 0.0034004641633583
"narrow" 0.0263977614698274 0.00181967063961423 0.00168517551102947 0.00174068948710584 0 0 0.0195733020160501 0.0116704684101639 0 0.000867611206066338 0 0.00255034812251872
"neglect" 0.0105591045879309 0.00727868255845692 0.00421293877757368 0.00522206846131753 0.00721500721500722 0.00386867149820752 0 0.00212190334730253 0 0.00347044482426535 0 0.000850116040839575
"nine" 0 0 0 0.00609241320487045 0.00962000962000962 0.00515822866427669 0 0.0244018884939791 0 0 0 0
"notions" 0.00175985076465516 0.000909835319807115 0.00337035102205895 0.00174068948710584 0.0144300144300144 0.0167642431588992 0 0.00636571004190759 0 0.000867611206066338 0 0.0034004641633583
"ocean" 0 0 0 0.00783310269197629 0 0 0 0.0212190334730253 0 0.00520566723639803 0.00342026507054297 0.000850116040839575
"ones" 0.00527955229396547 0.00181967063961423 0 0.00609241320487045 0.0168350168350168 0.0103164573285534 0 0.00530475836825633 0 0.00260283361819901 0 0.00255034812251872
"outline" 0.00175985076465516 0.00727868255845692 0.0134814040882358 0 0.00240500240500241 0.00257911433213834 0 0.00636571004190759 0 0.000867611206066338 0 0.00255034812251872
"page" 0 0.00363934127922846 0.00337035102205895 0.0121848264097409 0 0.00386867149820752 0.0195733020160501 0.00530475836825633 0 0.00260283361819901 0.00171013253527148 0.00170023208167915
"paris" 0 0 0.000842587755514737 0.00609241320487045 0 0.00257911433213834 0 0.0297066468622354 0 0 0 0
"plural" 0 0.0100081885178783 0.00421293877757368 0.0191475843581643 0 0 0 0 0 0 0 0
"press" 0.00703940305862063 0.00181967063961423 0 0.0147958606403997 0.00240500240500241 0.00515822866427669 0.00978665100802505 0.00530475836825633 0 0.00260283361819901 0 0.000850116040839575
"raise" 0.00175985076465516 0.00363934127922846 0.00252776326654421 0.00522206846131753 0.00481000481000481 0.00515822866427669 0 0.00636571004190759 0 0.00607327844246436 0.00513039760581445 0.00170023208167915
"respectable" 0.00175985076465516 0 0 0.0156662053839526 0.0168350168350168 0.0103164573285534 0 0.00212190334730253 0 0 0.00342026507054297 0
"respects" 0.0105591045879309 0.00909835319807115 0.00758328979963263 0.000870344743552921 0.00240500240500241 0 0 0.0031828550209538 0 0.00347044482426535 0.00171013253527148 0.00255034812251872
"self-consciousness" 0 0.000909835319807115 0 0.00261103423065876 0 0 0 0 0 0.0104113344727961 0 0.0187025528984706
"sick" 0.00175985076465516 0.00272950595942134 0.000842587755514737 0.0121848264097409 0 0.0090269001624842 0 0.00636571004190759 0 0.00433805603033169 0 0.000850116040839575
"solved" 0.00527955229396547 0.00181967063961423 0.00505552653308842 0 0 0.00128955716606917 0 0.00424380669460506 0 0.00347044482426535 0.0188114578879863 0.00595081228587702
"submit" 0 0.00181967063961423 0.00168517551102947 0.000870344743552921 0.012025012025012 0.0128955716606917 0 0.00106095167365127 0 0.00780850085459704 0.00855066267635742 0.00255034812251872
"succeeded" 0.00527955229396547 0.00272950595942134 0.00758328979963263 0.000870344743552921 0 0.00386867149820752 0 0.0137923717574664 0 0.000867611206066338 0.00171013253527148 0.0034004641633583
"systematic" 0.00351970152931031 0.00909835319807115 0.00337035102205895 0 0 0 0 0.00106095167365127 0 0.00347044482426535 0.0119709277469004 0.00850116040839575
"systems" 0 0 0.00421293877757368 0 0 0.00773734299641503 0 0.00106095167365127 0 0.0104113344727961 0.00513039760581445 0.00935127644923532
"thornton" 0 0 0 0.033073100255011 0 0 0 0 0 0 0 0
"touch" 0.00351970152931031 0.00545901191884269 0.00252776326654421 0.00261103423065876 0.0144300144300144 0.00644778583034586 0.0293599530240752 0.00106095167365127 0 0.00347044482426535 0 0.00425058020419787
"urged" 0.00703940305862063 0.00545901191884269 0.00842587755514737 0 0 0.00773734299641503 0 0.00848761338921012 0 0 0 0.0034004641633583
"vide" 0 0 0 0.0278510317936935 0 0.00773734299641503 0 0 0 0 0 0
"vulgar" 0.00175985076465516 0.000909835319807115 0 0.0287213765372464 0 0.00128955716606917 0 0.00212190334730253 0 0 0 0
"admits" 0.00175985076465516 0.000909835319807115 0.0109536408216916 0.00522206846131753 0.00240500240500241 0.00257911433213834 0 0.00106095167365127 0 0.00347044482426535 0.00513039760581445 0.00425058020419787
"agreed" 0.00703940305862063 0.00454917659903557 0.00421293877757368 0.000870344743552921 0 0.0116060144946225 0.00978665100802505 0.00530475836825633 0 0.00347044482426535 0.00171013253527148 0.00170023208167915
"alike" 0 0.00909835319807115 0.00421293877757368 0.00261103423065876 0.00240500240500241 0.0103164573285534 0 0 0 0.00347044482426535 0.00171013253527148 0.00425058020419787
"anxious" 0.00703940305862063 0 0.00505552653308842 0 0 0 0 0.00530475836825633 0 0.00607327844246436 0.00513039760581445 0.0102013924900749
"bitter" 0.00175985076465516 0.00545901191884269 0.00252776326654421 0.00174068948710584 0.00481000481000481 0.0167642431588992 0.0293599530240752 0.0031828550209538 0 0.000867611206066338 0.00171013253527148 0.00170023208167915
"build" 0.00351970152931031 0.000909835319807115 0.00168517551102947 0.000870344743552921 0 0.00386867149820752 0 0.00212190334730253 0 0.00954372326672971 0.0153911928174434 0.00510069624503745
"christ^s" 0.00879925382327579 0.0218360476753708 0.00421293877757368 0.00174068948710584 0 0.00128955716606917 0 0 0 0 0 0
"christendom" 0.00351970152931031 0.00363934127922846 0 0 0.0408850408850409 0.0128955716606917 0 0.00106095167365127 0 0 0.00513039760581445 0
"citizen" 0 0.0109180238376854 0.00505552653308842 0.00174068948710584 0.0168350168350168 0.00773734299641503 0 0.00212190334730253 0 0.000867611206066338 0 0.000850116040839575
"civilized" 0 0.00272950595942134 0.000842587755514737 0.00261103423065876 0.0432900432900433 0.0154746859928301 0 0 0 0 0 0
"conference" 0.00175985076465516 0.00272950595942134 0.0269628081764716 0.000870344743552921 0 0 0 0 0 0 0 0
"convictions" 0.0158386568818964 0.00181967063961423 0.00589811428860316 0 0 0.00515822866427669 0 0 0 0.00347044482426535 0.0102607952116289 0.00425058020419787
"cornelius" 0 0.0227458829951779 0.00337035102205895 0 0 0 0 0 0 0 0.0102607952116289 0.00170023208167915
"disease" 0.0105591045879309 0.00181967063961423 0.00168517551102947 0.00435172371776461 0.00962000962000962 0.0090269001624842 0.0195733020160501 0.00106095167365127 0 0.0069408896485307 0 0
"dispensation" 0.00175985076465516 0.0118278591574925 0.00505552653308842 0 0 0 0 0 0 0.0130141680909951 0.00342026507054297 0
"don^t" 0 0.000909835319807115 0 0.0278510317936935 0.00240500240500241 0.00386867149820752 0 0 0 0 0 0
"draw" 0 0.00363934127922846 0.00337035102205895 0.00783310269197629 0.00481000481000481 0.00257911433213834 0 0.00530475836825633 0 0.000867611206066338 0.00513039760581445 0.00595081228587702
"effective" 0.00879925382327579 0.00454917659903557 0.00421293877757368 0.00174068948710584 0.0144300144300144 0.0090269001624842 0 0 0 0.00173522241213268 0.00171013253527148 0.0034004641633583
"ends" 0.00351970152931031 0.00181967063961423 0 0.00174068948710584 0.012025012025012 0.00386867149820752 0 0.0031828550209538 0 0.0069408896485307 0.00171013253527148 0.00935127644923532
"ephesus" 0 0.0309344008734419 0.00168517551102947 0 0 0 0 0.00106095167365127 0 0 0 0
"escaped" 0 0.00181967063961423 0.00168517551102947 0.00261103423065876 0.00962000962000962 0.00128955716606917 0.00978665100802505 0.015914275104769 0 0.000867611206066338 0.00342026507054297 0.00510069624503745
"examine" 0.00527955229396547 0 0.00589811428860316 0.00522206846131753 0.00240500240500241 0.00773734299641503 0 0.00636571004190759 0 0.000867611206066338 0.00342026507054297 0.00425058020419787
"fundamentally" 0.0105591045879309 0.00454917659903557 0.00589811428860316 0.00174068948710584 0.00481000481000481 0.00386867149820752 0 0 0.0390472471690746 0.00173522241213268 0 0.00765104436755617
"gentleman" 0 0.000909835319807115 0 0.0139255158968467 0.00481000481000481 0.00773734299641503 0 0.0127314200838152 0 0 0 0
"grown" 0.00175985076465516 0.00272950595942134 0.00168517551102947 0.00609241320487045 0.00240500240500241 0.00386867149820752 0 0.00530475836825633 0 0.00780850085459704 0 0.00510069624503745
"height" 0 0.000909835319807115 0.00337035102205895 0.00174068948710584 0 0 0 0.0265237918412816 0 0.00173522241213268 0 0.00255034812251872
