"baum-dwo" "baum-eco" "baum-go" "baum-lpo" "baum-lwso" "baum-mlo" "baum-mo" "baum-oo" "baum-rbo" "baum-ro" "baum-so" "baum-tto" "baum-two" "baum-wwo" "thompson-cso" "thompson-hmo" "thompson-ko" "thompson-owo" "thompson-spo" "thompson-who"
"that" 1.06266641308482 0.956005023712674 1.15716709290254 1.18723982669272 0.893421171374425 1.11745069722295 1.04361449436499 1.08888656778776 0.700471698113208 0.751383459410062 1.12445582026208 1.07065035199464 1.10348601263081 0.990855599989811 0.58801670054867 0.658719286484596 0.713433852968737 0.600977590213414 0.673576633858839 0.703193671256959
"as" 0.641879041460631 0.717941027611675 0.696325931177677 0.647778438535384 0.568540745420088 0.660527001112716 0.634254813766614 0.723313139753499 0.601415094339623 0.921460120830583 0.752554089825206 0.71656050955414 0.845853947698411 0.835477215415574 0.810982140905415 0.801538954793203 0.696396626629185 0.956222121317343 0.96971808495195 0.759539317992292
"with" 0.727462913655382 0.706693909685643 0.643151950978654 0.5861863902812 0.604638570526126 0.819148180591397 0.558447465507657 0.65280969291832 0.757075471698113 0.837691018936894 0.686924372689287 0.567800871605766 0.722737739677618 0.692834764003158 0.898419568496295 0.871491445393337 0.698526279921629 0.801303453617885 0.810033969166449 0.813631138858212
"but" 0.820178775199696 0.663579957635856 0.774820854328615 0.770962535043752 0.712932045844238 0.677099363147802 0.755546570980947 0.785982870273658 0.610849056603774 0.698075849114078 0.91444072542714 0.915605095541401 0.779735984131689 0.769250362974095 0.526810501235054 0.67329272202629 0.594173268591873 0.584951521141056 0.571959469268066 0.581487074308639
"for" 0.651388360593382 0.6317131235121 0.633023573797888 0.68176025826183 0.740005414673766 0.830985582045029 0.603931874463031 0.686755796950073 0.691037735849057 0.571152967456973 0.658484828597055 0.712370097217566 0.78885570324434 0.820194095621386 0.754147812971342 0.670378034917952 0.632507027855865 0.617003659285771 0.676479981418576 0.680655412562825
"had" 0.679916317991632 0.65795639867284 0.678601271111336 0.683884121994733 0.514394007761032 0.535050545704207 0.583716581593976 0.582306246083142 0.785377358490566 0.596537543788394 0.741615803635886 0.64113308749581 0.697658512117827 0.669910084311877 0.607690121756618 0.475093998659244 0.824175824175824 0.667752878014904 0.589379554626484 0.680655412562825
"her" 0.54678585013313 0.534238101486494 0.939406983516066 0.677512530796024 0.397076076166411 0.509008262506215 0.411886592207005 1.03927303112597 0.365566037735849 0.680306645682084 0.724114545732975 0.636942675159236 0.752376826793735 1.04434651926947 0.354121581743065 1.23291264682736 0.530283669818554 0.729186142792275 0.354208402287838 0.558948815614506
"they" 0.941422594142259 1.04598196712093 0.888765097612235 0.821935264633421 0.830249977438859 0.45692369611023 0.616566432506191 0.616252350114895 0.556603773584906 0.809767984972331 0.848811008291221 0.708179684880992 0.720457809899455 1.02651621284292 0.271056025531729 0.335189017458976 0.36843001959281 0.371270600176287 0.357111749847574 0.25693614911312
"at" 0.53727653100038 0.554857817684218 0.506418859038311 0.524594342027015 0.649760851908672 0.549255427448566 0.477586294031435 0.522247754334656 0.693396226415094 0.634614408285526 0.557852595655313 0.540563191418036 0.519823989421126 0.644438217988232 0.535554243994142 0.67329272202629 0.551580202742993 0.705147039183739 0.705513457015939 0.581487074308639
"all" 0.520635222518068 0.774176617241832 0.703922214063252 0.719989805454082 0.40610053244292 0.437983853784417 0.611512609288927 0.540526425736369 0.44811320754717 0.609229831954105 0.533788366038809 0.645323499832383 0.526663778755614 0.621513538296951 0.474348044680525 0.585852108776123 0.504727830309226 0.507492187291327 0.531312603431757 0.561202641483919
"so" 0.639501711677444 0.646709280746809 0.503886764743119 0.69662730439215 0.649760851908672 0.679466843438528 0.715115985242836 0.605807395028201 0.35377358490566 0.692998933847794 0.73286517468443 0.630657056654375 0.709058161008641 0.781986296135918 0.360679388812381 0.390568072517415 0.434449271658574 0.368599588664227 0.391951920564411 0.419211611710879
"is" 0.584823126664131 0.59234821077099 0.640619856683463 0.804944354770198 0.41512498871943 0.790738417102678 0.480113205640067 0.658032170461667 0.445754716981132 0.469614662131289 0.520662422611625 0.73751257123701 0.706778231230478 0.662268524414784 0.413141845366909 0.460520563117549 0.413152738734134 0.389967680760704 0.452922219318875 0.464288129099146
"she" 0.477843286420692 0.678576114870564 0.787481325804573 0.558576161753462 0.424149444995939 0.416676531167878 0.28806792338404 1.01838312095258 0.280660377358491 0.571152967456973 0.673798429262103 0.538467985249749 0.784295843688014 1.01378027968109 0.159573305353357 0.614998979859512 0.430189965073686 0.523518256363685 0.177104201143919 0.295251188893146
"said" 0.660897679726132 0.716066507957336 0.531739801990226 0.705122759323762 0.658785308185182 0.762328653613959 0.679739222721989 0.780760392730311 0.518867924528302 0.746306544143778 0.597230425936864 0.706084478712705 0.69993844189599 0.845665961945032 0.0983671060397403 0.102014048791862 0.415282392026578 0.146905633163279 0.0987138170310368 0.0878992089071198
"not" 0.544408520349943 0.48737511012803 0.663408705340187 0.528842069492821 0.54146737659056 0.53268306541348 0.495274675291858 0.540526425736369 0.370283018867925 0.373153272071889 0.494410535757258 0.536372779081462 0.611021180547639 0.603683231870399 0.397840295538505 0.341018391675654 0.36843001959281 0.456742968562194 0.481955694916238 0.423719263449706
"on" 0.306675542031191 0.266181790916078 0.420327653001798 0.465126157505734 0.424149444995939 0.243850469944838 0.540759084247233 0.242845205765615 0.55188679245283 0.431537797634158 0.44628207652425 0.297519275896748 0.42634686851645 0.402455487913599 0.937766410912191 0.638316476726223 0.609080841638981 0.718502096744037 0.772290450889876 0.649101850391039
"this" 0.496861924686192 0.51361838528877 0.44058440736333 0.456630702574123 0.324880425954336 0.497170861052582 0.391671299337949 0.428243158554418 0.360849056603774 0.484845407930142 0.575353853558225 0.59294334562521 0.460545815188892 0.374436434957589 0.485277723129386 0.533387740826022 0.40037481897947 0.427361841929539 0.513892518073339 0.473303432576799
"be" 0.572936477748193 0.547359739066864 0.592510065074823 0.579814799082491 0.41512498871943 0.535050545704207 0.538232172638601 0.548360142051389 0.349056603773585 0.474691577397573 0.398153617291243 0.498659068052296 0.567702514762545 0.448304847296161 0.347563774673749 0.346847765892331 0.330096260328818 0.371270600176287 0.299044798652847 0.439496044535599
"we" 0.539653860783568 0.442386638423904 0.564657027827716 0.537337524424433 0.27975814457179 0.409574090295698 0.477586294031435 0.255901399623982 0.259433962264151 0.276691882012489 0.426593161383474 0.393898759637948 0.398987711178496 0.379530808222318 0.295101318119221 0.451776501792533 0.42167135190391 0.368599588664227 0.447115524199402 0.471049606707386
"my" 0.413655382274629 0.451759236695597 0.339300635555668 0.390790926854133 0.41512498871943 0.490068420180402 0.260271895689089 0.540526425736369 0.393867924528302 0.307153373610194 0.350025158058235 0.498659068052296 0.736417318346595 0.481418273516901 0.338820031914661 0.416800256492466 0.251299088508391 0.248404070621544 0.386145225444938 0.351596835628479
"dorothy" 0.568181818181818 0.725439106229029 0.557060744942142 0.395038654319939 0.252684775742262 0.0236748029072658 0.384090564512053 0.82776269062043 0.976415094339623 0.804691069706047 0.074380346087375 0.0796178343949045 0.132235927133444 0.881326574798135 0 0.034976245300067 0.0830564784053156 0.344560485055691 0 0.698686019518132
"were" 0.575313807531381 0.549234258721203 0.579849593598866 0.405657972984453 0.333904882230846 0.286465115177916 0.4194673270329 0.428243158554418 0.403301886792453 0.563537594557547 0.45722036271357 0.444183707676835 0.392147921844007 0.545097939326014 0.172688919491989 0.180710600717013 0.278984581310163 0.243062047597425 0.249687890137328 0.259189974982533
"them" 0.582445796880943 0.530489062177817 0.625427290912314 0.418401155381871 0.379027163613392 0.255687871398471 0.525597614595441 0.34990599540422 0.25 0.444230085799868 0.413467217956291 0.477707006369427 0.396707781400333 0.603683231870399 0.203292019148797 0.306042146375587 0.159723996933299 0.264430139693902 0.290334755973638 0.306520318240213
"from" 0.344712818562191 0.269930830224755 0.412731370116223 0.420525019114774 0.243660319465752 0.376429366225526 0.363875271642998 0.368184666805933 0.344339622641509 0.246230390414784 0.404716589004835 0.339423399262487 0.332869747611774 0.315851142413205 0.459046494852121 0.375994636975721 0.321577647159043 0.424690830417479 0.406468658363093 0.378642746061439
"are" 0.427919360973754 0.511743865634431 0.410199275821032 0.390790926854133 0.397076076166411 0.395369208551339 0.437155708293324 0.386463338207646 0.240566037735849 0.294461085444484 0.317210299490276 0.37923231645994 0.405827500512984 0.34132300873685 0.201106083459025 0.341018391675654 0.276854928017719 0.283127220278319 0.26420462793601 0.378642746061439
"one" 0.435051350323317 0.363656812941684 0.415263464411415 0.431144337779288 0.487320638931504 0.317242358957362 0.328498509122151 0.402130770837685 0.351415094339623 0.431537797634158 0.343462186344644 0.458850150854844 0.371628553840542 0.318398329045569 0.266684154152185 0.276895275292197 0.296021807649715 0.331205427495393 0.293238103533374 0.241159368027226
"have" 0.318562190947128 0.40864528464581 0.367153672802775 0.378047744456716 0.234635863189243 0.364591964771893 0.320917774296255 0.35773971171924 0.344339622641509 0.236076559882216 0.255955896830085 0.335232986925914 0.389867992065844 0.407549861178329 0.327890353465801 0.410970882275788 0.287503194479939 0.379283634712466 0.287431408413901 0.421465437580293
"him" 0.27814758463294 0.294299585731156 0.169650317777834 0.341942060997366 0.40610053244292 0.333814720992448 0.356294536817102 0.253290160852308 0.370283018867925 0.373153272071889 0.374089387674739 0.410660408984244 0.39442785162217 0.466135153722713 0.332262224845345 0.233174968667114 0.349263139960814 0.344560485055691 0.415178701042302 0.385404223669679
"me" 0.332826169646253 0.314919301928881 0.273466183880688 0.333446606065755 0.315855969677827 0.433248893202964 0.265325718906353 0.378629621892626 0.280660377358491 0.322384119409047 0.365338758723283 0.33104257458934 0.581382093431522 0.501795766575817 0.205477954838569 0.265236526858842 0.270465968140387 0.259088116669783 0.270011323055483 0.2704591043296
"no" 0.397014073792316 0.318668341237558 0.369685767097967 0.399286381785745 0.333904882230846 0.307772437794455 0.356294536817102 0.417798203467725 0.294811320754717 0.279230339645631 0.345649843582507 0.381327522628227 0.389867992065844 0.28528490282483 0.240452925874921 0.250663091317147 0.206576369367067 0.264430139693902 0.322271579130738 0.326804751064933
"then" 0.328071510079878 0.318668341237558 0.273466183880688 0.327075014867046 0.41512498871943 0.383531807097706 0.394198210946581 0.412575725924379 0.247641509433962 0.220845814083363 0.350025158058235 0.35828025477707 0.307790520051982 0.323492702310298 0.196734212079481 0.256492465533825 0.310929380696823 0.227035978525067 0.249687890137328 0.252428497374293
"little" 0.347090148345378 0.283052467805125 0.149393563416302 0.305836377538017 0.451222813825467 0.116006534245602 0.229948956385506 0.321182368915814 0.452830188679245 0.378230187338173 0.304084356063092 0.209520616828696 0.198353890700166 0.354058941898673 0.220779504666973 0.408056195167449 0.364170713007922 0.403322738321002 0.345498359608629 0.378642746061439
"do" 0.271015595283378 0.350535175361314 0.395006710049882 0.324951151134143 0.234635863189243 0.26989275314283 0.325971597513519 0.32640484645916 0.183962264150943 0.324922577042189 0.269081840257269 0.307995306738183 0.280431362714028 0.331134262207392 0.242638861564693 0.34976245300067 0.274725274725275 0.267101151205962 0.304851493772319 0.308774144109626
"up" 0.275770254849753 0.219318799557613 0.151925657711493 0.144422733837397 0.397076076166411 0.184663462676673 0.181937635821499 0.274180071025695 0.44811320754717 0.20561506828451 0.229704009975717 0.215806235333557 0.184674312031189 0.270001783030643 0.52243862985551 0.410970882275788 0.530283669818554 0.443387911001896 0.467438957117557 0.315535621717866
"if" 0.323316850513503 0.283052467805125 0.392474615754691 0.367428425792201 0.144391300424149 0.293567556050096 0.313337039470359 0.261123877167328 0.209905660377358 0.291922627811342 0.301896698825228 0.278662420382166 0.298670800939331 0.351511755266308 0.185804533630621 0.250663091317147 0.242780475338615 0.243062047597425 0.235171152338646 0.247920845635466
"out" 0.285279573982503 0.226816878174968 0.207631732205707 0.157165916234814 0.333904882230846 0.191765903548853 0.176883812604235 0.195842907875496 0.365566037735849 0.177692034319947 0.284395440922316 0.253519946362722 0.218873258703632 0.275096156295372 0.358493453122609 0.410970882275788 0.408893432149246 0.315179358423035 0.53711929855123 0.288489711284906
"their" 0.339958158995816 0.309295742965865 0.483630010381587 0.265482966612862 0.41512498871943 0.208338265583939 0.323444685904887 0.261123877167328 0.283018867924528 0.357922526273037 0.301896698825228 0.347804223935635 0.234832767150772 0.252171476604091 0.205477954838569 0.183625287825352 0.125649544254195 0.248404070621544 0.293238103533374 0.187067547161306
"by" 0.256751616584253 0.273679869533432 0.321575975489327 0.24212046555093 0.243660319465752 0.362224484481167 0.285541011775408 0.32640484645916 0.172169811320755 0.281768797278773 0.295333727111636 0.295424069728461 0.214313399147306 0.22924679691281 0.262312282772641 0.230260281558775 0.236391515461283 0.293811266326558 0.249687890137328 0.299758840631973
"who" 0.204450361354127 0.307421223311526 0.26080571240473 0.38866706312123 0.243660319465752 0.208338265583939 0.323444685904887 0.289847503655734 0.216981132075472 0.284307254911915 0.249392925116493 0.341518605430774 0.321470098720959 0.292926462721924 0.194548276389709 0.247748404208808 0.232132208876395 0.213680920964769 0.182910896263392 0.234397890418986
"what" 0.218714340053252 0.262432751607401 0.263337806699922 0.214510237023193 0.153415756700659 0.281730154596463 0.310810127861727 0.292458742427408 0.257075471698113 0.215768898817079 0.236266981689309 0.201139792155548 0.209753539590981 0.221605237015716 0.275427896911273 0.410970882275788 0.351392793253258 0.245733059109485 0.293238103533374 0.317789447587279
"oz" 0.156903765690377 0.388025568448085 0.288658749651837 0.252739784215445 0.27975814457179 0.08996425104761 0.487693940465962 0.172341758930437 0.379716981132075 0.215768898817079 0.146573034936886 0.146664431780087 0.161875014249561 0.405002674545964 0.225151376046517 0.262321839750503 0.247039781923503 0.341889473543631 0.16839415846471 0.398927178886159
"now" 0.20207303157094 0.253060153335708 0.273466183880688 0.214510237023193 0.324880425954336 0.260422831979924 0.247637337645929 0.268957593482348 0.202830188679245 0.213230441183937 0.238454638927173 0.276567214213879 0.323750028499122 0.208869303853893 0.279799768290817 0.300212772158909 0.225743248999063 0.304495312374796 0.307754841332056 0.299758840631973
"when" 0.347090148345378 0.333664498472266 0.217760109386474 0.2930931951406 0.216586950636224 0.213073226165392 0.285541011775408 0.268957593482348 0.167452830188679 0.20561506828451 0.34127452910678 0.293328863560174 0.392147921844007 0.402455487913599 0.161759241043128 0.209857471800402 0.198057756197291 0.149576644675339 0.197427634062074 0.164529288467173
"there" 0.339958158995816 0.337413537780944 0.250677335223964 0.310084105003823 0.27073368829528 0.132578896280688 0.235002779602769 0.248067683308962 0.186320754716981 0.25384576331421 0.216578066548533 0.307995306738183 0.223433118259958 0.323492702310298 0.194548276389709 0.262321839750503 0.261947354970611 0.162931702235637 0.185814243823128 0.225382586941333
"will" 0.304298212248003 0.382402009485069 0.240548958043198 0.223005691954804 0.306831513401318 0.321977319538815 0.368929094860262 0.282013787340714 0.186320754716981 0.185307407219373 0.175012579029118 0.266091183372444 0.237112696928935 0.402455487913599 0.1092967844886 0.171966539391996 0.146946077178635 0.213680920964769 0.182910896263392 0.2366517162884
"into" 0.25912894636744 0.18370292612518 0.258273618109538 0.148670461303203 0.487320638931504 0.241482989654111 0.308283216253095 0.240233966993942 0.245283018867925 0.152307457988526 0.218765723786397 0.230472678511566 0.214313399147306 0.2012277439568 0.262312282772641 0.233174968667114 0.240650822046171 0.291140254814498 0.26420462793601 0.326804751064933
"your" 0.218714340053252 0.331789978817928 0.245613146633581 0.273978421544474 0.252684775742262 0.248585430526291 0.179410724212867 0.253290160852308 0.304245283018868 0.218307356450221 0.168449607315526 0.324756956084479 0.275871503157703 0.175755877633154 0.177060790871533 0.256492465533825 0.174631569980407 0.176286759795935 0.153877420666028 0.274966756068426
"could" 0.24961962723469 0.181828406470842 0.392474615754691 0.32282728740124 0.216586950636224 0.160988659769407 0.310810127861727 0.214121579277209 0.231132075471698 0.190384322485658 0.218765723786397 0.21371102916527 0.253072205376074 0.305662395883746 0.190176405010165 0.171966539391996 0.187409489735071 0.200325863404471 0.194524286502337 0.220874935202506
"scarecrow" 0.0451692658805629 0.0862279040995745 0.073430734560555 0.0361056834593492 0.333904882230846 0.665261961694169 0.0227422044776874 0.300292458742427 1.07311320754717 0.073615271361121 0.347837500820371 0 0.421787008960124 0.555286685855473 0 0.0553790550584395 0.185279836442627 0.253746093645664 0 0.0676147760823999
"would" 0.213959680486877 0.208071681631582 0.369685767097967 0.267606830345765 0.333904882230846 0.196500864130306 0.308283216253095 0.237622728222269 0.174528301886792 0.159922830887952 0.214390409310669 0.209520616828696 0.234832767150772 0.287832089457195 0.183618597940849 0.177795913608674 0.161853650225743 0.224364967013008 0.171297506024446 0.19608285063896
"king" 0.0213959680486877 0.468629913584644 0.0177246600663409 0.17628068983094 0.288782600848299 0.0378796846516253 0.159195431343812 0.535303948193023 0.143867924528302 0.197999695385084 0.363151101485419 0.33104257458934 0.0501584551195823 0.0611324791767493 0.281985703980589 0.335189017458976 0.227872902291507 0.0934854029220866 0.162587463345237 0.374135094322613
"ozma" 0.178299733739064 0.288676026768141 0.66847289393057 0.354685243394784 0.342929338507355 0.0686569284310708 0.27543336534088 0.339461040317527 0.127358490566038 0.203076610651368 0.0809433178009669 0.121521957760644 0.164154944027724 0 0.0306030996568081 0.18945466204203 0.376948632762586 0.197654851892412 0.0116133902389455 0.227636412810746
"or" 0.218714340053252 0.19682456370555 0.281062466766262 0.201767054625775 0.189513581806696 0.153886218897228 0.197099105473291 0.148840609985377 0.132075471698113 0.233538102249073 0.203452123121349 0.188568555145826 0.24167255648526 0.106981838559311 0.262312282772641 0.259407152642164 0.132038504131527 0.221693955500948 0.284528060854165 0.320043273456693
"an" 0.145017116774439 0.228691397829306 0.149393563416302 0.155042052501911 0.162440212977168 0.222543147328298 0.280487188558144 0.185397952788803 0.193396226415094 0.180230491953089 0.264706525781541 0.205330204492122 0.13679578668977 0.0993402786622176 0.266684154152185 0.256492465533825 0.183150183150183 0.181628782820054 0.243881195017856 0.24341319389664
"us" 0.192563712438189 0.239938515755338 0.308915504013369 0.267606830345765 0.13536684414764 0.229645588200478 0.285541011775408 0.125339461040318 0.169811320754717 0.121845966390821 0.183763207980574 0.1927589674824 0.175554592918538 0.165567131103696 0.157387369663584 0.224430907342097 0.149075730471079 0.181628782820054 0.182910896263392 0.21636728346368
"down" 0.183054393305439 0.0993495416799445 0.111412148988428 0.114688641576756 0.162440212977168 0.108904093373423 0.106130287562541 0.141006893670357 0.346698113207547 0.162461288521095 0.177200236266982 0.146664431780087 0.0866373315701876 0.236888356809903 0.351935646053293 0.273980588183858 0.272595621432831 0.291140254814498 0.322271579130738 0.198336676508373
"which" 0.24961962723469 0.239938515755338 0.283594561061454 0.324951151134143 0.243660319465752 0.236748029072658 0.202152928690554 0.295069981199081 0.125 0.269076509113063 0.260331211305813 0.240948709353 0.248512345819749 0.165567131103696 0.0677640063829322 0.0757818648168119 0.0724082119430957 0.090814391410027 0.0638736463142003 0.0743762536906399
"over" 0.166413084823127 0.149961572347086 0.134200997645152 0.174156826098038 0.189513581806696 0.149151258315775 0.123818668822965 0.127950699811991 0.242924528301887 0.137076712189674 0.205639780359213 0.125712370097218 0.129955997355281 0.231793983545174 0.262312282772641 0.198198723367047 0.283243887895051 0.264430139693902 0.284528060854165 0.24341319389664
"back" 0.149771776340814 0.134965415112377 0.0886233003317043 0.169909098632232 0.162440212977168 0.134946376571415 0.151614696517916 0.15928556507207 0.240566037735849 0.114230593491395 0.109382861893199 0.138283607106939 0.100316910239165 0.249624289971726 0.306030996568081 0.244833717100469 0.247039781923503 0.307166323886856 0.32807827425021 0.261443800851946
"can" 0.247242297451502 0.11809473822333 0.240548958043198 0.203890918358678 0.054146737659056 0.210705745874666 0.305756304644464 0.19062043033215 0.106132075471698 0.131999796923389 0.199076808645621 0.184378142809252 0.24167255648526 0.165567131103696 0.144271755524952 0.171966539391996 0.151205383763523 0.1388925986271 0.159684115785501 0.2366517162884
"wizard" 0.603841764929631 0.247436594372692 0.22788848656724 0.375923880723813 0.433173901272448 0.0923317313383366 0.520543791378178 0.00522247754334656 0.0306603773584906 0.0888460171599736 0.0328148585679596 0.0439993295340261 0.0205193680034655 0.0942459053974885 0.00437187137954401 0.244833717100469 0.0170372263395519 0.619674670797831 0.0871004267920913 0.132975726295386
"asked" 0.247242297451502 0.260558231953062 0.139265186235535 0.256987511681251 0.180489125530187 0.203603305002486 0.260271895689089 0.232400250678922 0.183962264150943 0.30207645834391 0.183763207980574 0.205330204492122 0.209753539590981 0.290379276089559 0.0327890353465801 0.0408056195167449 0.189539143027515 0.0454071957050135 0.0145167377986819 0.0383150397800266
"very" 0.235355648535565 0.301797664348511 0.167118223482642 0.263359102879959 0.162440212977168 0.222543147328298 0.138980138474756 0.224566534363902 0.179245283018868 0.114230593491395 0.227516352737853 0.1927589674824 0.209753539590981 0.216510863750987 0.0546483922443002 0.104928735900201 0.176761223272851 0.101498437458265 0.110327207269982 0.0631071243435732
"like" 0.190186382655002 0.176204847507826 0.139265186235535 0.142298870104494 0.108293475318112 0.0875967707568834 0.174356900995603 0.143618132442031 0.200471698113208 0.220845814083363 0.168449607315526 0.150854844116661 0.161875014249561 0.163019944471331 0.251382604323781 0.177795913608674 0.157594343640855 0.213680920964769 0.267107975495747 0.200590502377786
"see" 0.235355648535565 0.219318799557613 0.159521940597068 0.1465465975703 0.144391300424149 0.118374014536329 0.174356900995603 0.146229371213704 0.10377358490566 0.190384322485658 0.199076808645621 0.178092524304392 0.180114452474864 0.241982730074633 0.139899884145408 0.169051852283657 0.134168157423971 0.13622158711504 0.197427634062074 0.17579841781424
"been" 0.175922403955877 0.185577445779519 0.164586129187451 0.216634100756095 0.108293475318112 0.165723620350861 0.123818668822965 0.169730520158763 0.155660377358491 0.149769000355384 0.185950865218438 0.155045256453235 0.177834522696701 0.155378384574238 0.155201433973813 0.125331545658574 0.176761223272851 0.189641817356233 0.13645733530761 0.187067547161306
"head" 0.102225180677064 0.0881024237539131 0.096219583217279 0.082830685583213 0.324880425954336 0.236748029072658 0.0859149946934856 0.138395654898684 0.186320754716981 0.263999593846779 0.129071777033974 0.113141133087496 0.223433118259958 0.22924679691281 0.168317048112445 0.233174968667114 0.298151460942159 0.152247656187398 0.174200853584183 0.15551398498952
"time" 0.223468999619627 0.204322642322905 0.121540526169195 0.150794325036106 0.108293475318112 0.146783778025048 0.149087784909284 0.172341758930437 0.224056603773585 0.162461288521095 0.201264465883485 0.16552128729467 0.148195435580584 0.109529025191676 0.14208581983518 0.18945466204203 0.168242610103075 0.181628782820054 0.124843945068664 0.123960422817733
"upon" 0.26863826550019 0.247436594372692 0.121540526169195 0.144422733837397 0.288782600848299 0.385899287388432 0.118764845605701 0.344683517860873 0.0566037735849057 0.177692034319947 0.201264465883485 0.263995977204157 0.180114452474864 0.216510863750987 0.0590202636238442 0.0291468710833892 0.0894454382826476 0.0160260690723577 0.0319368231571001 0.0383150397800266
"good" 0.161658425256752 0.239938515755338 0.136733091940344 0.191147735961261 0.225611406912734 0.203603305002486 0.179410724212867 0.148840609985377 0.134433962264151 0.1929227801188 0.185950865218438 0.140378813275226 0.193794031143841 0.191038997427342 0.107110848798828 0.119502171441896 0.129908850839083 0.109511471994444 0.107423859710246 0.157767810858933
"magic" 0.0451692658805629 0.133090895458039 0.438052313068139 0.305836377538017 0.144391300424149 0.0568195269774379 0.470005559205539 0.0809484019218717 0.117924528301887 0.0888460171599736 0.0656297171359191 0.0963794837412001 0.196073960922004 0.022924679691281 0.01092967844886 0.259407152642164 0.255558395093279 0.106840460482385 0.10452051215051 0.2366517162884
