"baum-dwo" "baum-eco" "baum-go" "baum-lpo" "baum-lwso" "baum-mlo" "baum-mo" "baum-oo" "baum-rbo" "baum-ro" "baum-so" "baum-tto" "baum-two" "baum-wwo" "thompson-cso" "thompson-hmo" "thompson-ko" "thompson-owo" "thompson-spo" "thompson-who"
"flew" 0.0285279573982503 0.0112471179260315 0.00253209429519155 0.021238637329029 0.0451222813825467 0.0236748029072658 0.0328498509122151 0.0339461040317527 0.0377358490566038 0.0228461186982789 0.0350025158058235 0.0125712370097218 0.0113996488908142 0.0662268524414784 0.0284171639670361 0.0116587484333557 0.0212965329244399 0.0213680920964769 0 0.0157767810858933
"nox" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.553790550584395 0 0 0 0
"hen" 0.0142639786991251 0.0599846289388344 0 0 0 0 0.00505382321726386 0.321182368915814 0 0.0431537797634158 0.00218765723786397 0.00838082467314784 0.00455985955632567 0.00254718663236455 0 0 0.00212965329244399 0 0 0
"passed" 0.0332826169646253 0.0281177948150786 0.0151925657711493 0.0254863647948348 0.027073368829528 0.0260422831979924 0.0202152928690554 0.0339461040317527 0.0165094339622642 0.0355384068639894 0.0328148585679596 0.0167616493462957 0.0250792275597912 0.0483965460149265 0.00655780706931602 0.0174881226500335 0.0234261862168839 0.0133550575602981 0.0145167377986819 0.00676147760823999
"taken" 0.0213959680486877 0.0281177948150786 0.022788848656724 0.0254863647948348 0 0.0236748029072658 0.0151614696517916 0.0104449550866931 0.0306603773584906 0.0126922881657105 0.0328148585679596 0.0146664431780087 0.0159595084471398 0.0203774930589164 0.0284171639670361 0.0204028097583724 0.0276854928017719 0.0293811266326558 0.0261301280376274 0.0360612139106133
"floor" 0.0570559147965006 0.00562355896301573 0.022788848656724 0.0276102285277377 0.0812201064885841 0.00710244087217974 0.0101076464345277 0.0261123877167328 0.0259433962264151 0.0126922881657105 0.00875062895145589 0.0293328863560174 0.0182394382253027 0.0356606128531037 0.01092967844886 0.0262321839750503 0.0319447993866599 0.0186970805844173 0.0290334755973638 0.0247920845635466
"kind" 0.0213959680486877 0.0299923144694172 0.0177246600663409 0.0148670461303203 0.027073368829528 0.0213073226165392 0.0227422044776874 0.0130561938583664 0.0259433962264151 0.0380768644971315 0.0109382861893199 0.0251424740194435 0.0387588062287682 0.0407549861178329 0.0196734212079481 0.0174881226500335 0.0234261862168839 0.0213680920964769 0.0116133902389455 0.02028443282472
"sighed" 0.0190186382655002 0.0149961572347086 0.00506418859038311 0.0148670461303203 0.0180489125530187 0.00236748029072658 0.00252691160863193 0.00783371631501985 0.0754716981132075 0.0101538305325684 0.00875062895145589 0.0104760308414348 0.00227992977816283 0.00254718663236455 0.0371609067261241 0.0320615581917281 0.0787971718204276 0.0320521381447154 0.0348401707168365 0.0450765173882666
"agreed" 0.0237732978318752 0.0337413537780944 0.0303851315422986 0.040353410925155 0.0180489125530187 0.0165723620350861 0.0227422044776874 0.0235011489450595 0 0.00761537289942631 0.0284395440922316 0.0188568555145826 0.0364788764506053 0.0127359331618228 0.0306030996568081 0.0204028097583724 0.0106482664622199 0.0213680920964769 0.0145167377986819 0.0360612139106133
"arm" 0.00237732978318752 0.00562355896301573 0.0126604714759578 0.00849545493161159 0 0.0165723620350861 0.00505382321726386 0.0287236264884061 0.0566037735849057 0.0152307457988526 0.0131259434271838 0.0230472678511566 0.041038736006931 0.0101887465294582 0.0240452925874921 0.0262321839750503 0.0383337592639918 0.0667752878014904 0.0174200853584183 0.0360612139106133
"huge" 0.00950931913275009 0.00562355896301573 0.0202567543615324 0.0106193186645145 0.027073368829528 0.0118374014536329 0.0126345580431597 0.0104449550866931 0.0683962264150943 0.0177692034319947 0.0131259434271838 0.0167616493462957 0.0182394382253027 0.00254718663236455 0.0480905851749842 0.0262321839750503 0.0383337592639918 0.0400651726808943 0.046453560955782 0.0247920845635466
"led" 0.0166413084823127 0.0412394323954487 0.0506418859038311 0.0276102285277377 0.0180489125530187 0.0331447240701721 0.0202152928690554 0.0443910591184458 0 0.0329999492308473 0.0175012579029118 0.0586657727120349 0.0227992977816283 0.0331134262207392 0.00437187137954401 0 0.00425930658488798 0.00801303453617885 0.00580669511947275 0.00676147760823999
"ship" 0.00237732978318752 0 0 0 0 0 0 0.0287236264884061 0 0.0152307457988526 0 0.0104760308414348 0 0 0.306030996568081 0 0.00212965329244399 0.056091241753252 0.00580669511947275 0
"close" 0.0166413084823127 0.0112471179260315 0.0202567543615324 0.0339818197264464 0.027073368829528 0.0236748029072658 0.0202152928690554 0.0208899101733863 0.0306603773584906 0.025384576331421 0.0240642296165037 0.0146664431780087 0.0296390871161168 0.0331134262207392 0.0306030996568081 0.00874406132501676 0.0191668796319959 0.0213680920964769 0.0174200853584183 0.0292997363023733
"disappeared" 0.0237732978318752 0.00562355896301573 0.0253209429519155 0.0488488658567666 0 0.0189398423258126 0.0277960276949512 0.0130561938583664 0.0259433962264151 0.0101538305325684 0.0240642296165037 0.0419041233657392 0.0250792275597912 0.00509437326472911 0.00874374275908803 0.034976245300067 0.0638895987733197 0.0133550575602981 0.0145167377986819 0.00225382586941333
"we^re" 0.0190186382655002 0.0318668341237558 0.0202567543615324 0.0106193186645145 0.00902445627650934 0 0.035376762520847 0.00783371631501985 0.044811320754717 0.0355384068639894 0.0393778302815515 0.0104760308414348 0 0.00254718663236455 0.0327890353465801 0.037890932408406 0 0.034723149656775 0.0493569085155184 0.0338073880411999
"belt" 0.0285279573982503 0.0862279040995745 0.0101283771807662 0.0446011383909608 0 0 0 0.0757259243785252 0.00943396226415094 0.0228461186982789 0 0.00209520616828696 0 0 0.00874374275908803 0.0816112390334898 0.0127779197546639 0.0293811266326558 0.023226780477891 0.00450765173882666
"laughed" 0.0261506276150628 0.0281177948150786 0.0202567543615324 0.0276102285277377 0.027073368829528 0.0142048817443595 0.0328498509122151 0.0235011489450595 0.0283018867924528 0.0228461186982789 0.0218765723786397 0.0377137110291653 0.0227992977816283 0.0203774930589164 0.00874374275908803 0.00874406132501676 0.0276854928017719 0.0160260690723577 0.0116133902389455 0.02028443282472
"ready" 0.0332826169646253 0.0412394323954487 0.0151925657711493 0.0106193186645145 0.0180489125530187 0.0189398423258126 0.0126345580431597 0.0104449550866931 0.0377358490566038 0.0177692034319947 0.0262518868543677 0.0293328863560174 0.013679578668977 0.0331134262207392 0.0306030996568081 0.0204028097583724 0.0170372263395519 0.00534202302411923 0.023226780477891 0.0247920845635466
"you^ll" 0.0213959680486877 0.0299923144694172 0.0101283771807662 0.0106193186645145 0.00902445627650934 0.0165723620350861 0.0404305857381109 0.0104449550866931 0.0141509433962264 0.0279230339645631 0.0240642296165037 0.0314280925243044 0.013679578668977 0 0.0327890353465801 0.037890932408406 0 0.0427361841929539 0.0406468658363093 0.0338073880411999
"beast" 0.0237732978318752 0.0074980786173543 0.0101283771807662 0.0127431823974174 0.0360978251060374 0.00236748029072658 0.0884419063021176 0.0261123877167328 0.0165094339622642 0.00761537289942631 0.0131259434271838 0.0188568555145826 0.0729577529012106 0.0585852925443847 0.013115614138632 0.0174881226500335 0.00638895987733197 0.0267101151205962 0.00580669511947275 0.00450765173882666
"there^s" 0.00950931913275009 0.0187451965433858 0.0101283771807662 0.0191147735961261 0.00902445627650934 0.0213073226165392 0.0277960276949512 0.0104449550866931 0.0306603773584906 0.0304614915977052 0.0525037737087353 0.0293328863560174 0.00455985955632567 0.00254718663236455 0.0568343279340722 0.0262321839750503 0 0.00801303453617885 0.0377435182765729 0.0315535621717866
"anxiously" 0.0142639786991251 0.00374903930867715 0.0126604714759578 0.021238637329029 0.027073368829528 0.0189398423258126 0.0126345580431597 0.0130561938583664 0.0566037735849057 0.0203076610651368 0.00875062895145589 0.0167616493462957 0.0113996488908142 0.0203774930589164 0.0306030996568081 0.0233174968667114 0.0575006388959877 0.0267101151205962 0.0319368231571001 0.0247920845635466
"fly" 0.0237732978318752 0.0112471179260315 0.00253209429519155 0.0148670461303203 0.00902445627650934 0.028409763488719 0.0454844089553747 0.00522247754334656 0.0165094339622642 0.00761537289942631 0.0612544026601912 0.00628561850486088 0.013679578668977 0.0127359331618228 0.0306030996568081 0.0116587484333557 0 0.0774593338497289 0.0203234329181546 0.0428226915188533
"woman" 0.00950931913275009 0.0337413537780944 0.0126604714759578 0.0573443207883782 0.0631711939355654 0.0473496058145316 0.0328498509122151 0 0 0.0126922881657105 0.0415654875194155 0.00838082467314784 0.0433186657850938 0.0840571588680303 0.00437187137954401 0.00582937421667784 0.00212965329244399 0.00534202302411923 0 0.00225382586941333
"caught" 0.0356599467478129 0.01312163758037 0.0177246600663409 0.00849545493161159 0.0360978251060374 0.0260422831979924 0.0227422044776874 0.0208899101733863 0.0283018867924528 0.0279230339645631 0.0284395440922316 0.0209520616828696 0.013679578668977 0.0356606128531037 0.0218593568977201 0.0320615581917281 0.0149075730471079 0.00801303453617885 0.0377435182765729 0.01352295521648
"center" 0.0213959680486877 0.0187451965433858 0.0278530372471071 0.0297340922606406 0.0451222813825467 0.0165723620350861 0.0277960276949512 0.0156674326300397 0.0283018867924528 0.0228461186982789 0.0306272013300956 0.0209520616828696 0.0159595084471398 0.0101887465294582 0.0240452925874921 0.0291468710833892 0.0191668796319959 0.0133550575602981 0.0116133902389455 0.0292997363023733
"couldn^t" 0.0261506276150628 0.0318668341237558 0.0379814144278733 0.0467250021238637 0.0360978251060374 0.0118374014536329 0.0303229393035832 0.0235011489450595 0.0259433962264151 0.0431537797634158 0.0196889151407757 0.0188568555145826 0.027359157337954 0.00509437326472911 0.00874374275908803 0.0204028097583724 0 0.0160260690723577 0.0203234329181546 0.00450765173882666
"years" 0.0427919360973754 0.0149961572347086 0.0101283771807662 0.0148670461303203 0.00902445627650934 0.0165723620350861 0.0202152928690554 0.00783371631501985 0.0306603773584906 0.00761537289942631 0.00656297171359191 0.0419041233657392 0.041038736006931 0.0331134262207392 0.0240452925874921 0.037890932408406 0.0276854928017719 0.0106840460482385 0.0203234329181546 0.0157767810858933
"call" 0.0213959680486877 0.0262432751607401 0.0177246600663409 0.0148670461303203 0.00902445627650934 0.0213073226165392 0.0101076464345277 0.0235011489450595 0.0141509433962264 0.0304614915977052 0.0131259434271838 0.0146664431780087 0.00911971911265133 0.0407549861178329 0.0568343279340722 0.034976245300067 0.0212965329244399 0.0160260690723577 0.0203234329181546 0.0180306069553066
"goat" 0 0 0 0 0 0.00236748029072658 0 0 0 0 0 0 0 0 0.00437187137954401 0.504240869742633 0 0 0.00871004267920913 0.00225382586941333
"neck" 0.0190186382655002 0.0074980786173543 0.0151925657711493 0.0254863647948348 0.054146737659056 0.0520845663959848 0 0.018278671401713 0.0283018867924528 0.0228461186982789 0.0240642296165037 0.0167616493462957 0.0182394382253027 0.0407549861178329 0.013115614138632 0.0145734355416946 0.0191668796319959 0.0133550575602981 0.0377435182765729 0.0292997363023733
"tail" 0.0237732978318752 0.0112471179260315 0.00506418859038311 0.0191147735961261 0.0360978251060374 0.0402471649423519 0.0227422044776874 0.0130561938583664 0.0235849056603774 0.0329999492308473 0.0350025158058235 0.0314280925243044 0.00455985955632567 0.0254718663236455 0.0174874855181761 0.0320615581917281 0.0170372263395519 0.0293811266326558 0.0145167377986819 0.02028443282472
"wouldn^t" 0.0285279573982503 0.0431139520497872 0.0177246600663409 0.040353410925155 0 0.00710244087217974 0.0429574973467428 0.0313348652600794 0.0165094339622642 0.0279230339645631 0.0218765723786397 0.0104760308414348 0.0319190168942797 0 0.0196734212079481 0.0233174968667114 0 0.0213680920964769 0.023226780477891 0.0157767810858933
"taking" 0.00475465956637505 0.01312163758037 0.0202567543615324 0.0191147735961261 0.0180489125530187 0.0165723620350861 0.0176883812604235 0.0104449550866931 0.0235849056603774 0.0025384576331421 0.0131259434271838 0.0230472678511566 0.0182394382253027 0.0127359331618228 0.0327890353465801 0.0408056195167449 0.0234261862168839 0.0614332647773712 0.0348401707168365 0.0383150397800266
"what^s" 0.0166413084823127 0.0262432751607401 0.00253209429519155 0.021238637329029 0.00902445627650934 0.00710244087217974 0.0176883812604235 0.0235011489450595 0.0306603773584906 0.0533076102959842 0.0371901730436875 0.0230472678511566 0.013679578668977 0 0.0437187137954401 0.0262321839750503 0 0.0133550575602981 0.0290334755973638 0.0338073880411999
"instead" 0.0190186382655002 0.0112471179260315 0.0202567543615324 0.00849545493161159 0.027073368829528 0.0260422831979924 0.0176883812604235 0.0235011489450595 0.0165094339622642 0.0126922881657105 0.0175012579029118 0.0356185048608783 0.0113996488908142 0.0203774930589164 0.0349749710363521 0.0233174968667114 0.0149075730471079 0.0320521381447154 0.046453560955782 0.0292997363023733
"picture" 0.0190186382655002 0.0431139520497872 0 0.0700875031857956 0.027073368829528 0.00473496058145316 0.00505382321726386 0.0130561938583664 0.0400943396226415 0.0126922881657105 0.0240642296165037 0.0209520616828696 0.013679578668977 0 0.01092967844886 0.0670378034917952 0.0340744526791038 0.0106840460482385 0 0.0112691293470666
"among" 0.0213959680486877 0.0281177948150786 0.0303851315422986 0.0488488658567666 0.027073368829528 0.0213073226165392 0.0429574973467428 0.0235011489450595 0.0188679245283019 0.0177692034319947 0.0175012579029118 0.0230472678511566 0.013679578668977 0.0356606128531037 0.0174874855181761 0.00291468710833892 0.00425930658488798 0.0106840460482385 0.0116133902389455 0.0157767810858933
"curious" 0.0142639786991251 0.0243687555064015 0.0151925657711493 0.00637159119870869 0 0.0236748029072658 0.0404305857381109 0.018278671401713 0.0235849056603774 0.0152307457988526 0.0306272013300956 0.0104760308414348 0.0296390871161168 0.00509437326472911 0.0524624565545282 0.00582937421667784 0.0468523724337678 0.0240391036085366 0.0116133902389455 0.0112691293470666
"feel" 0.0285279573982503 0.0149961572347086 0.00759628288557466 0.0276102285277377 0.0360978251060374 0.00946992116290632 0.0126345580431597 0.0208899101733863 0.0259433962264151 0.025384576331421 0.0262518868543677 0.0104760308414348 0.013679578668977 0.0331134262207392 0.01092967844886 0.0116587484333557 0.0383337592639918 0.0213680920964769 0.0348401707168365 0.0360612139106133
"scraps" 0 0.00374903930867715 0.022788848656724 0.155042052501911 0 0 0.00758073482589579 0.00261123877167328 0.0306603773584906 0.0025384576331421 0 0 0.00911971911265133 0 0.00437187137954401 0.0291468710833892 0.0958343981599796 0.00267101151205962 0 0.0292997363023733
"sharp" 0.0404146063141879 0.00562355896301573 0.0151925657711493 0.0254863647948348 0.0902445627650934 0.0165723620350861 0.035376762520847 0.0287236264884061 0.0117924528301887 0.0279230339645631 0.0131259434271838 0.0314280925243044 0.0182394382253027 0.0382077994854683 0.0196734212079481 0.0174881226500335 0.0106482664622199 0.0133550575602981 0.0145167377986819 0.0157767810858933
"short" 0.0309052871814378 0.01312163758037 0.0101283771807662 0.0191147735961261 0 0.0260422831979924 0.00758073482589579 0.0130561938583664 0.0306603773584906 0.025384576331421 0.0218765723786397 0.00628561850486088 0.0205193680034655 0.0407549861178329 0.0240452925874921 0.0116587484333557 0.0276854928017719 0.0293811266326558 0.0261301280376274 0.0360612139106133
"reply" 0.0380372765310004 0.0262432751607401 0.0354493201326817 0.0361056834593492 0.0180489125530187 0.0331447240701721 0.0202152928690554 0.0235011489450595 0.00943396226415094 0.0329999492308473 0.0568790881844633 0.0356185048608783 0.0296390871161168 0.0101887465294582 0.00218593568977201 0 0.00425930658488798 0.00267101151205962 0 0.00225382586941333
"running" 0.0118866489159376 0.0112471179260315 0.0101283771807662 0.00849545493161159 0.0180489125530187 0.0213073226165392 0.0101076464345277 0.00783371631501985 0.0660377358490566 0.0279230339645631 0.00875062895145589 0.00838082467314784 0.013679578668977 0.0407549861178329 0.0284171639670361 0.00874406132501676 0.0362041059715478 0.0320521381447154 0.0319368231571001 0.0315535621717866
"terrible" 0.0118866489159376 0.0224942358520629 0.0101283771807662 0.021238637329029 0.0360978251060374 0.0260422831979924 0.0227422044776874 0.0261123877167328 0.0212264150943396 0 0.0153136006650478 0.0272376801877305 0.0182394382253027 0.0713212257062075 0.0196734212079481 0.0116587484333557 0.0425930658488798 0.0186970805844173 0.00871004267920913 0.00676147760823999
"wings" 0.0713198934956257 0.00187451965433858 0.00253209429519155 0.0106193186645145 0.00902445627650934 0.0473496058145316 0.037903674129479 0.0130561938583664 0 0.0025384576331421 0.0175012579029118 0.00419041233657392 0.013679578668977 0.0203774930589164 0.0546483922443002 0 0.00425930658488798 0.0427361841929539 0.00580669511947275 0.0631071243435732
"already" 0.00475465956637505 0.01312163758037 0.0151925657711493 0.00637159119870869 0.00902445627650934 0.0189398423258126 0.0151614696517916 0.0130561938583664 0.0212264150943396 0.0228461186982789 0.0262518868543677 0.00838082467314784 0.0182394382253027 0.00764155989709366 0.0262312282772641 0.0466349937334227 0.0212965329244399 0.0721173108256097 0.0435502133960456 0.0270459104329599
"breath" 0.0380372765310004 0.00374903930867715 0 0.00637159119870869 0.0360978251060374 0.0213073226165392 0.0126345580431597 0.0104449550866931 0.0424528301886792 0.0203076610651368 0.0306272013300956 0.0293328863560174 0.00455985955632567 0.0101887465294582 0.0218593568977201 0.0204028097583724 0.0362041059715478 0.0186970805844173 0.0667769938739367 0.0180306069553066
"conquer" 0.00475465956637505 0.0449884717041258 0.0177246600663409 0.0297340922606406 0 0.0189398423258126 0.070753525041694 0.00783371631501985 0.00471698113207547 0.0025384576331421 0.0175012579029118 0.115236339255783 0.00227992977816283 0 0.00874374275908803 0.0116587484333557 0.00851861316977596 0.0106840460482385 0.00290334755973638 0.0112691293470666
"form" 0.00950931913275009 0.00937259827169288 0.045577697313448 0.0297340922606406 0.0631711939355654 0.0378796846516253 0.0783342598675898 0.0365573428034259 0 0.00761537289942631 0.0175012579029118 0.0104760308414348 0.0866373315701876 0.0101887465294582 0.00655780706931602 0 0.00212965329244399 0.00534202302411923 0.00580669511947275 0
"pumpkinhead" 0 0.0206197161977243 0.0151925657711493 0.00637159119870869 0.0992690190416027 0.27699519401501 0.00505382321726386 0.00261123877167328 0.0117924528301887 0.0304614915977052 0.00437531447572794 0 0.00227992977816283 0 0 0.00291468710833892 0.00425930658488798 0 0 0.00225382586941333
"question" 0.0190186382655002 0.0224942358520629 0.0278530372471071 0.0509727295896695 0 0.0189398423258126 0.00758073482589579 0.00522247754334656 0.0165094339622642 0.0126922881657105 0.0131259434271838 0.0272376801877305 0.0182394382253027 0.00509437326472911 0.00874374275908803 0.00874406132501676 0.0830564784053156 0.0240391036085366 0.0116133902389455 0.0157767810858933
"captain" 0 0.0656081879018501 0 0 0 0.0142048817443595 0 0.0313348652600794 0 0.0380768644971315 0 0.00209520616828696 0.0569982444540708 0 0.166131112422673 0 0.00638895987733197 0.00267101151205962 0 0
"bright" 0.00950931913275009 0.01312163758037 0.0658344516749804 0.0127431823974174 0.00902445627650934 0.0118374014536329 0.0151614696517916 0.0235011489450595 0.00471698113207547 0.0533076102959842 0.00875062895145589 0.00838082467314784 0.027359157337954 0.0305662395883746 0.013115614138632 0.0116587484333557 0.0170372263395519 0.0267101151205962 0.0551636036349911 0.0157767810858933
"cut" 0.0285279573982503 0.0393649127411101 0.0278530372471071 0.0106193186645145 0 0.0213073226165392 0.0252691160863193 0.00783371631501985 0.0141509433962264 0.025384576331421 0.0240642296165037 0.0125712370097218 0.0569982444540708 0.0433021727501974 0.015301549828404 0.00874406132501676 0.0127779197546639 0 0.023226780477891 0.00676147760823999
"strangers" 0.0404146063141879 0.0243687555064015 0.0278530372471071 0.0254863647948348 0.00902445627650934 0 0.0227422044776874 0.00522247754334656 0.00707547169811321 0.0203076610651368 0.074380346087375 0.0460945357023131 0.0296390871161168 0.0331134262207392 0.00437187137954401 0.00582937421667784 0.0106482664622199 0.00534202302411923 0.00290334755973638 0.00676147760823999
"hope" 0.0190186382655002 0.0187451965433858 0.0202567543615324 0.0318579559935435 0.027073368829528 0.0307772437794455 0.0252691160863193 0.018278671401713 0.0165094339622642 0.0355384068639894 0.0240642296165037 0.0188568555145826 0.0182394382253027 0.022924679691281 0.013115614138632 0.0233174968667114 0.00851861316977596 0.0186970805844173 0.023226780477891 0.0157767810858933
"mean" 0.0213959680486877 0.0243687555064015 0.0126604714759578 0.0191147735961261 0.0180489125530187 0.0307772437794455 0.0126345580431597 0.0130561938583664 0.0141509433962264 0.0126922881657105 0.0153136006650478 0.0125712370097218 0.0068397893344885 0.00764155989709366 0.0284171639670361 0.034976245300067 0.0447227191413238 0.0160260690723577 0.0435502133960456 0.0315535621717866
"safe" 0.0237732978318752 0.0168706768890472 0.0101283771807662 0.0148670461303203 0.00902445627650934 0.00946992116290632 0.0252691160863193 0.0261123877167328 0.00707547169811321 0.025384576331421 0.0218765723786397 0.0209520616828696 0.0182394382253027 0.00764155989709366 0.0306030996568081 0.0408056195167449 0.0149075730471079 0.0667752878014904 0.00290334755973638 0.0270459104329599
"skamperoo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.387658049539093
"splendid" 0.0213959680486877 0.0112471179260315 0.0101283771807662 0.0191147735961261 0.0180489125530187 0.00946992116290632 0.0252691160863193 0.0287236264884061 0.0141509433962264 0.0355384068639894 0.0109382861893199 0.0209520616828696 0.0182394382253027 0.00509437326472911 0.0437187137954401 0.0174881226500335 0.00425930658488798 0.0320521381447154 0.0203234329181546 0.0563456467353332
"dreadful" 0.0404146063141879 0.0243687555064015 0.022788848656724 0.0339818197264464 0.0451222813825467 0.00710244087217974 0.0252691160863193 0.0391685815750992 0 0.0355384068639894 0.0196889151407757 0.0251424740194435 0.0319190168942797 0.0101887465294582 0.01092967844886 0.0145734355416946 0.0149075730471079 0.0133550575602981 0.0174200853584183 0.00450765173882666
"fall" 0.0237732978318752 0 0.00253209429519155 0.0169909098632232 0.027073368829528 0.0260422831979924 0.00252691160863193 0.00522247754334656 0.044811320754717 0 0.0218765723786397 0.0398089171974522 0.0113996488908142 0.0254718663236455 0.01092967844886 0.0408056195167449 0.0319447993866599 0.0614332647773712 0.0261301280376274 0.01352295521648
"real" 0.0570559147965006 0.0318668341237558 0.0177246600663409 0.00849545493161159 0.027073368829528 0.0189398423258126 0.0126345580431597 0.0104449550866931 0.0283018867924528 0.0203076610651368 0.00875062895145589 0.0167616493462957 0.0113996488908142 0.00764155989709366 0.0349749710363521 0.0291468710833892 0.0149075730471079 0.034723149656775 0.0174200853584183 0.0157767810858933
"getting" 0.0190186382655002 0.0412394323954487 0.0126604714759578 0.0276102285277377 0.027073368829528 0.00946992116290632 0.0252691160863193 0.018278671401713 0.0165094339622642 0.025384576331421 0.0306272013300956 0.0167616493462957 0.0296390871161168 0.0101887465294582 0.013115614138632 0.0204028097583724 0.0298151460942159 0.0133550575602981 0.00580669511947275 0.0180306069553066
"queer" 0.0356599467478129 0.0224942358520629 0.0202567543615324 0.0361056834593492 0.0360978251060374 0.0189398423258126 0.0202152928690554 0.0287236264884061 0.0283018867924528 0.0406153221302736 0.0240642296165037 0.0125712370097218 0.0159595084471398 0.022924679691281 0.015301549828404 0.00582937421667784 0.0298151460942159 0.00267101151205962 0.00290334755973638 0.00225382586941333
"save" 0.0285279573982503 0.0299923144694172 0.0303851315422986 0.00637159119870869 0.0631711939355654 0.0260422831979924 0.037903674129479 0.0156674326300397 0.0306603773584906 0.0025384576331421 0.00875062895145589 0.0104760308414348 0.0227992977816283 0.0101887465294582 0.00874374275908803 0.0174881226500335 0.0425930658488798 0.0106840460482385 0.0145167377986819 0.0270459104329599
"shoulder" 0.00950931913275009 0.00187451965433858 0.00253209429519155 0.0021238637329029 0 0.00473496058145316 0.00252691160863193 0.0208899101733863 0.0235849056603774 0.0152307457988526 0.0371901730436875 0.00628561850486088 0.013679578668977 0.00509437326472911 0.0612061993136162 0.0437203066250838 0.0255558395093279 0.0454071957050135 0.046453560955782 0.0450765173882666
"foot" 0.0142639786991251 0.0112471179260315 0.0101283771807662 0.0106193186645145 0.0180489125530187 0.0118374014536329 0.037903674129479 0.0235011489450595 0.0165094339622642 0.0101538305325684 0.0218765723786397 0.0146664431780087 0.00911971911265133 0.0254718663236455 0.01092967844886 0.0204028097583724 0.0404634125564358 0.0293811266326558 0.0406468658363093 0.0428226915188533
"kansas" 0.0285279573982503 0.0562355896301573 0.00759628288557466 0.0021238637329029 0.027073368829528 0.00473496058145316 0.00252691160863193 0.0548360142051389 0.00471698113207547 0.0558460679291263 0.00218765723786397 0.00209520616828696 0.00455985955632567 0.129906518250592 0 0 0.00638895987733197 0.0293811266326558 0 0.00676147760823999
"kept" 0.0190186382655002 0.0224942358520629 0.0430456030182564 0.0254863647948348 0.00902445627650934 0.0118374014536329 0.0176883812604235 0.0156674326300397 0.00707547169811321 0.025384576331421 0.0218765723786397 0.0146664431780087 0.0205193680034655 0.0356606128531037 0.013115614138632 0.037890932408406 0.0212965329244399 0.0160260690723577 0.00871004267920913 0.0225382586941333
"earth" 0.099847850893876 0.0224942358520629 0.00253209429519155 0.00849545493161159 0.0180489125530187 0.00946992116290632 0.0126345580431597 0.00783371631501985 0.0283018867924528 0.0152307457988526 0.0218765723786397 0.0481897418706001 0.027359157337954 0.00764155989709366 0 0.0174881226500335 0.0127779197546639 0.0213680920964769 0.0174200853584183 0.00676147760823999
"lived" 0.0261506276150628 0.0412394323954487 0.022788848656724 0.0254863647948348 0.054146737659056 0.00946992116290632 0.0176883812604235 0.00783371631501985 0.00235849056603774 0.0203076610651368 0.0218765723786397 0.0209520616828696 0.0455985955632566 0.0483965460149265 0.00218593568977201 0.00874406132501676 0.0191668796319959 0.00801303453617885 0.00290334755973638 0.02028443282472
"mouth" 0.0166413084823127 0.0206197161977243 0.0177246600663409 0.0169909098632232 0.0180489125530187 0.0165723620350861 0.00758073482589579 0.00783371631501985 0.0330188679245283 0.0279230339645631 0.0153136006650478 0.0314280925243044 0.00911971911265133 0.0331134262207392 0.0306030996568081 0.0116587484333557 0.0191668796319959 0.0160260690723577 0.023226780477891 0.0338073880411999
"surprise" 0.0118866489159376 0.0149961572347086 0.0101283771807662 0.021238637329029 0.027073368829528 0.0260422831979924 0.035376762520847 0.0261123877167328 0.0377358490566038 0.0152307457988526 0.0196889151407757 0.0125712370097218 0.0182394382253027 0.0382077994854683 0.015301549828404 0.0174881226500335 0.0127779197546639 0.0160260690723577 0.0261301280376274 0.02028443282472
"dorothy^s" 0.0356599467478129 0.0318668341237558 0.0151925657711493 0.00849545493161159 0.0360978251060374 0.00236748029072658 0.0176883812604235 0.0339461040317527 0.0518867924528302 0.0304614915977052 0.00437531447572794 0.00209520616828696 0.0113996488908142 0.0534909192796556 0 0.00582937421667784 0 0.0240391036085366 0 0.0585994726047466
"except" 0.00950931913275009 0.0149961572347086 0.022788848656724 0.0276102285277377 0.0180489125530187 0.0142048817443595 0.035376762520847 0.0417798203467725 0.00707547169811321 0.0304614915977052 0.0415654875194155 0.0230472678511566 0.0250792275597912 0.0254718663236455 0.00655780706931602 0.0174881226500335 0.0170372263395519 0.0213680920964769 0.00290334755973638 0.00676147760823999
"means" 0.0356599467478129 0.0168706768890472 0.0354493201326817 0.0276102285277377 0.00902445627650934 0.0544520466867113 0.0176883812604235 0.0208899101733863 0.0165094339622642 0.0228461186982789 0.0306272013300956 0.0251424740194435 0.0113996488908142 0.0101887465294582 0.00437187137954401 0.0116587484333557 0.00638895987733197 0.0133550575602981 0.00580669511947275 0.0225382586941333
"sent" 0.0237732978318752 0.01312163758037 0.00759628288557466 0.00849545493161159 0.054146737659056 0.0307772437794455 0.0126345580431597 0.00522247754334656 0.0188679245283019 0.0177692034319947 0.0284395440922316 0.0314280925243044 0.0113996488908142 0.0305662395883746 0.0218593568977201 0.0145734355416946 0.0170372263395519 0.0240391036085366 0.0377435182765729 0.0270459104329599
