"baum" "evans" "thompson"
"paper" 0.014398337767283 0.000941983251537788 0.00452185494711485
"pull" 0.00686689955055035 0.0113037990184535 0.0139766425638095
"quietly" 0.00775295110546007 0.00659388276076451 0.0143877202862745
"sniffed" 0.00132907733236458 0.000941983251537788 0.0287754405725491
"swiftly" 0.0132907733236458 0.000941983251537788 0.00657724355943978
"tube" 0.0157274150996476 0 0.00246646633478992
"appearance" 0.012847747546191 0.00470991625768894 0.00534401039204482
"billina" 0.0163919537658299 0 0.000822155444929973
"birthday" 0.0132907733236458 0 0.00657724355943978
"brave" 0.00974656710400695 0.0122457822699912 0.00781047672683474
"changed" 0.00930354132655209 0.0150717320246046 0.00739939900436976
"climb" 0.011297157325099 0.00565189950922673 0.00781047672683474
"companions" 0.012847747546191 0.00847784926384009 0.00369969950218488
"death" 0.00974656710400695 0.0216656147853691 0.00369969950218488
"enemies" 0.0119616959912813 0.00282594975461336 0.00781047672683474
"expect" 0.0079744639941875 0.0075358660123023 0.0131544871188796
"hall" 0.0106326186589167 0.00282594975461336 0.0102769430616247
"hollow" 0.0130692604349184 0.000941983251537788 0.00657724355943978
"imagine" 0.00664538666182292 0.0226075980369069 0.0090437098942297
"joy" 0.0101895928814618 0.013187765521529 0.00657724355943978
"knowing" 0.00819597688291493 0.00941983251537788 0.0119212539514846
"oogaboo" 0.0166134666545573 0 0.000411077722464986
"pointed" 0.00664538666182292 0.0160137152761424 0.0119212539514846
"pushed" 0.00841748977164236 0.0075358660123023 0.0123323316739496
"rapidly" 0.00243664177600174 0.00659388276076451 0.0238425079029692
"sides" 0.00908202843782466 0.00565189950922673 0.0119212539514846
"sprang" 0.011297157325099 0 0.0102769430616247
"spread" 0.0106326186589167 0.00565189950922673 0.0090437098942297
"anyway" 0.00376571910836632 0.0160137152761424 0.0168541866210644
"bow" 0.0106326186589167 0.00470991625768894 0.0090437098942297
"branches" 0.0101895928814618 0.00188396650307558 0.0110990985065546
"marched" 0.0119616959912813 0.000941983251537788 0.00822155444929973
"mule" 0.015948927988375 0 0.00123323316739496
"plain" 0.00886051554909722 0.00376793300615115 0.0127434093964146
"sailor" 0.0148413635447379 0 0.00328862177971989
"ten" 0.00465177066327604 0.00941983251537788 0.0180874197884594
"asserted" 0.0150628764334653 0 0.00246646633478992
"duty" 0.0124047217687361 0.000941983251537788 0.00698832128190477
"helpless" 0.0130692604349184 0.00470991625768894 0.00411077722464986
"kindly" 0.0079744639941875 0.0075358660123023 0.0123323316739496
"laughing" 0.0117401831025538 0.00376793300615115 0.00698832128190477
"leader" 0.00642387377309549 0.0367373468099737 0.00246646633478992
"money" 0.00952505421527952 0.0282594975461336 0.000411077722464986
"necklaces" 0.000443025777454861 0 0.029597596017479
"pleasure" 0.00863900266036979 0.0141297487730668 0.00822155444929973
"robe" 0.00265815466472917 0.00376793300615115 0.0238425079029692
"eating" 0.0132907733236458 0.00470991625768894 0.00328862177971989
"finding" 0.0126262346574635 0.00188396650307558 0.00575508811450981
"forehead" 0.00465177066327604 0.00188396650307558 0.0205538861232493
"gates" 0.0119616959912813 0.00470991625768894 0.00575508811450981
"gump" 0.015948927988375 0.000941983251537788 0
"mixed" 0.0057593351069132 0.000941983251537788 0.0189095752333894
"ones" 0.0101895928814618 0.0188396650307558 0.00287754405725491
"shoemaker" 0.015948927988375 0 0.000411077722464986
"silent" 0.012847747546191 0.00565189950922673 0.00369969950218488
"speaking" 0.00753143821673264 0.00941983251537788 0.0119212539514846
"stone" 0.00908202843782466 0.00376793300615115 0.0115101762290196
"afterward" 0.014398337767283 0 0.00287754405725491
"busy" 0.00908202843782466 0.0075358660123023 0.00945478761669469
"cold" 0.00952505421527952 0.00659388276076451 0.0090437098942297
"desire" 0.00553782221818576 0.0367373468099737 0.00328862177971989
"hippopotamus" 0 0 0.029597596017479
"jump" 0.00686689955055035 0.00659388276076451 0.0139766425638095
"leaving" 0.00642387377309549 0.00470991625768894 0.0156209534536695
"miss" 0.00908202843782466 0.00941983251537788 0.00863263217176471
"painted" 0.0132907733236458 0 0.00493293266957984
"war" 0.00996807999273438 0.0113037990184535 0.0061661658369748
"cage" 0.0104111057701892 0.000941983251537788 0.00945478761669469
"captured" 0.0108541315476441 0.00659388276076451 0.0061661658369748
"cast" 0.00930354132655209 0.00847784926384009 0.00822155444929973
"courage" 0.0108541315476441 0.00847784926384009 0.00534401039204482
"eagerly" 0.0106326186589167 0.000941983251537788 0.0090437098942297
"explain" 0.0050947964407309 0.0188396650307558 0.0115101762290196
"firmly" 0.00686689955055035 0.00188396650307558 0.0156209534536695
"fruit" 0.0117401831025538 0.000941983251537788 0.00698832128190477
"loved" 0.0119616959912813 0.0075358660123023 0.00369969950218488
"meant" 0.00886051554909722 0.0075358660123023 0.00945478761669469
"plenty" 0.00996807999273438 0.00376793300615115 0.0090437098942297
"staff" 0.000664538666182292 0.000941983251537788 0.0275422074051541
"stick" 0.00819597688291493 0.00470991625768894 0.0119212539514846
"upward" 0.00908202843782466 0.00659388276076451 0.00945478761669469
"witches" 0.00930354132655209 0.017897681779218 0.00411077722464986
"working" 0.00730992532800521 0.0150717320246046 0.0090437098942297
"broken" 0.00908202843782466 0.00565189950922673 0.00945478761669469
"delighted" 0.0101895928814618 0.00188396650307558 0.0090437098942297
"eaten" 0.0124047217687361 0.00282594975461336 0.00452185494711485
"farther" 0.0130692604349184 0.00565189950922673 0.00205538861232493
"fierce" 0.0108541315476441 0.00282594975461336 0.00739939900436976
"hardly" 0.00265815466472917 0.0160137152761424 0.0168541866210644
"places" 0.0101895928814618 0.0075358660123023 0.00657724355943978
"puzzled" 0.00930354132655209 0.0075358660123023 0.00822155444929973
"roof" 0.0146198506560104 0 0.00164431088985995
"scarecrow^s" 0.0130692604349184 0.00659388276076451 0.00164431088985995
"single" 0.00753143821673264 0.0113037990184535 0.00986586533915968
"thousand" 0.00753143821673264 0.00941983251537788 0.0106880207840896
"wisdom" 0.00819597688291493 0.0273175142945958 0.00164431088985995
"worried" 0.00886051554909722 0.000941983251537788 0.0119212539514846
"allowed" 0.00930354132655209 0.0122457822699912 0.00575508811450981
"baby" 0.00775295110546007 0.00565189950922673 0.0115101762290196
"field" 0.0104111057701892 0.00188396650307558 0.00822155444929973
"finger" 0.00664538666182292 0.0075358660123023 0.0127434093964146
"foolish" 0.0115186702138264 0.00470991625768894 0.00493293266957984
"good-bye" 0.0115186702138264 0 0.00698832128190477
"jug" 0 0.00188396650307558 0.0275422074051541
"kettle" 0.012847747546191 0.000941983251537788 0.00411077722464986
"lead" 0.0108541315476441 0.0075358660123023 0.00493293266957984
"manage" 0.0101895928814618 0.000941983251537788 0.0090437098942297
"ruled" 0.0108541315476441 0.00659388276076451 0.00534401039204482
"shoulders" 0.00598084799564063 0.00470991625768894 0.0152098757312045
"simply" 0.00265815466472917 0.0169556985276802 0.0160320311761345
"supper" 0.00908202843782466 0 0.0115101762290196
"surrounded" 0.0106326186589167 0.00847784926384009 0.00493293266957984
"winkie" 0.0104111057701892 0.000941983251537788 0.00863263217176471
"curiously" 0.00908202843782466 0.000941983251537788 0.0106880207840896
"entire" 0.0079744639941875 0.0122457822699912 0.00781047672683474
"goodness" 0.00708841243927778 0.0188396650307558 0.00657724355943978
"hammer" 0.000443025777454861 0 0.0271311296826891
"hurried" 0.00531630932945833 0.00188396650307558 0.0172652643435294
"march" 0.0115186702138264 0 0.00657724355943978
"meat" 0.0119616959912813 0.00282594975461336 0.00452185494711485
"moving" 0.00598084799564063 0.00470991625768894 0.0147987980087395
"sparkling" 0.00708841243927778 0.00188396650307558 0.0139766425638095
"underground" 0.0101895928814618 0 0.0090437098942297
"wanderer" 0.0150628764334653 0 0
"yelled" 0.00553782221818576 0.0075358660123023 0.0143877202862745
"begin" 0.00620236088436806 0.0254335477915203 0.00493293266957984
"considered" 0.0106326186589167 0.00659388276076451 0.00493293266957984
"countries" 0.00598084799564063 0.00565189950922673 0.0139766425638095
"enchantment" 0.00819597688291493 0.00565189950922673 0.00986586533915968
"flung" 0.000664538666182292 0.00188396650307558 0.0254868187928292
"gardens" 0.011297157325099 0.000941983251537788 0.0061661658369748
"gathered" 0.0115186702138264 0.00565189950922673 0.00369969950218488
"helped" 0.00930354132655209 0.00565189950922673 0.00781047672683474
"joints" 0.0126262346574635 0.000941983251537788 0.00369969950218488
"knees" 0.00664538666182292 0.00659388276076451 0.0123323316739496
"laws" 0.00886051554909722 0.0160137152761424 0.00411077722464986
"pompadore" 0 0 0.0275422074051541
"startled" 0.00886051554909722 0.000941983251537788 0.0106880207840896
"state" 0.00465177066327604 0.0292014807976714 0.0061661658369748
"sword" 0.00841748977164236 0.00659388276076451 0.0090437098942297
"watching" 0.00886051554909722 0.00188396650307558 0.0102769430616247
"wishes" 0.00420874488582118 0.00941983251537788 0.0156209534536695
"admit" 0.011297157325099 0.00470991625768894 0.00411077722464986
"bank" 0.00974656710400695 0.00282594975461336 0.00781047672683474
"comfortable" 0.00753143821673264 0.00565189950922673 0.0106880207840896
"companion" 0.011297157325099 0.00188396650307558 0.00534401039204482
"consider" 0.0106326186589167 0.00470991625768894 0.00534401039204482
"deadly" 0.00598084799564063 0.00376793300615115 0.0143877202862745
"force" 0.0050947964407309 0.0216656147853691 0.00822155444929973
"inhabitants" 0.00841748977164236 0.00659388276076451 0.00863263217176471
"jinxland" 0.0146198506560104 0 0
"news" 0.00841748977164236 0.00659388276076451 0.00863263217176471
"page" 0.0104111057701892 0.000941983251537788 0.00739939900436976
"panted" 0.00132907733236458 0.00188396650307558 0.0238425079029692
"powder" 0.0115186702138264 0 0.00575508811450981
"rooms" 0.0130692604349184 0.00188396650307558 0.00205538861232493
"swung" 0.00730992532800521 0.000941983251537788 0.0131544871188796
"today" 0.00354420621963889 0.0376793300615115 0.00411077722464986
"unlabelled" 0 0 0.0271311296826891
"wife" 0.011297157325099 0.00565189950922673 0.00369969950218488
"bigger" 0.0101895928814618 0.0103618157669157 0.00328862177971989
"conquered" 0.0126262346574635 0.000941983251537788 0.00287754405725491
"doors" 0.00841748977164236 0 0.0110990985065546
"faces" 0.00819597688291493 0.0122457822699912 0.0061661658369748
"formed" 0.0119616959912813 0.000941983251537788 0.00411077722464986
"giants" 0.00642387377309549 0.0160137152761424 0.00781047672683474
"heels" 0.00753143821673264 0.00188396650307558 0.0119212539514846
"mighty" 0.00908202843782466 0.00376793300615115 0.00822155444929973
"munchkins" 0.00863900266036979 0.00847784926384009 0.00698832128190477
"ordinary" 0.00952505421527952 0.00847784926384009 0.00534401039204482
"parts" 0.0121832088800087 0.00376793300615115 0.00246646633478992
"repeated" 0.0057593351069132 0.00941983251537788 0.0119212539514846
"sharply" 0.00376571910836632 0.00282594975461336 0.0184984975109244
"stole" 0.00908202843782466 0.00376793300615115 0.00822155444929973
"view" 0.00863900266036979 0.00659388276076451 0.00781047672683474
"approached" 0.00974656710400695 0.0150717320246046 0.00164431088985995
"caused" 0.00863900266036979 0.0113037990184535 0.00534401039204482
"difficult" 0.00753143821673264 0.0207236315338313 0.00328862177971989
"enormous" 0.00664538666182292 0.00282594975461336 0.0127434093964146
"expected" 0.00886051554909722 0.00941983251537788 0.00575508811450981
"feathers" 0.00531630932945833 0.00282594975461336 0.0152098757312045
"proudly" 0.00753143821673264 0.00282594975461336 0.0110990985065546
"shadow" 0.00155059022109201 0.0452151960738138 0.00369969950218488
"solid" 0.00974656710400695 0.0103618157669157 0.00369969950218488
"sounds" 0.00531630932945833 0.0226075980369069 0.00657724355943978
"throw" 0.00819597688291493 0.00282594975461336 0.00986586533915968
"walls" 0.0106326186589167 0.00376793300615115 0.00493293266957984
"year" 0.00553782221818576 0.0226075980369069 0.0061661658369748
"advanced" 0.00886051554909722 0.0113037990184535 0.00452185494711485
"advised" 0.0079744639941875 0.000941983251537788 0.0106880207840896
"anger" 0.00730992532800521 0.0075358660123023 0.0090437098942297
"blew" 0.00376571910836632 0.00659388276076451 0.0160320311761345
"chuckled" 0.00155059022109201 0.00282594975461336 0.0217871192906443
"dead" 0.00775295110546007 0.0169556985276802 0.00411077722464986
"dozen" 0.00841748977164236 0.000941983251537788 0.00986586533915968
"drink" 0.00819597688291493 0.0103618157669157 0.0061661658369748
"fresh" 0.00863900266036979 0.00565189950922673 0.00739939900436976
"join" 0.00996807999273438 0.0113037990184535 0.00246646633478992
"o" 0.0106326186589167 0.00847784926384009 0.00246646633478992
"perfect" 0.00376571910836632 0.00941983251537788 0.0147987980087395
"remembered" 0.00775295110546007 0.00659388276076451 0.00863263217176471
"serve" 0.00465177066327604 0.0263755310430581 0.00575508811450981
"waved" 0.00642387377309549 0.00565189950922673 0.0115101762290196
"adepts" 0.0137337991011007 0 0
"cheerful" 0.00487328355200347 0.00470991625768894 0.0143877202862745
"dancing" 0.00886051554909722 0.00188396650307558 0.00822155444929973
"gazed" 0.0079744639941875 0 0.0106880207840896
"intend" 0.0104111057701892 0.000941983251537788 0.00575508811450981
"proved" 0.0108541315476441 0.000941983251537788 0.00493293266957984
"rainbow" 0.0108541315476441 0.00847784926384009 0.00164431088985995
"square" 0.00974656710400695 0.00282594975461336 0.0061661658369748
"trick" 0.00775295110546007 0.00188396650307558 0.0102769430616247
"whenever" 0.0117401831025538 0.00376793300615115 0.00205538861232493
"worse" 0.00686689955055035 0.0113037990184535 0.00781047672683474
"advice" 0.00730992532800521 0.00847784926384009 0.00781047672683474
"anyhow" 0.0130692604349184 0.000941983251537788 0.000411077722464986
"bears" 0.0121832088800087 0.00470991625768894 0.000411077722464986
"button" 0.00886051554909722 0 0.00863263217176471
"cookie" 0.0132907733236458 0.000941983251537788 0
"directly" 0.00708841243927778 0.00847784926384009 0.00822155444929973
"forever" 0.00775295110546007 0.00941983251537788 0.00657724355943978
"forgot" 0.00730992532800521 0.00376793300615115 0.00986586533915968
"gravely" 0.0106326186589167 0.000941983251537788 0.00493293266957984
"iron" 0.00265815466472917 0.00470991625768894 0.0180874197884594
"killed" 0.00996807999273438 0.0075358660123023 0.00328862177971989
"meeting" 0.00465177066327604 0.0254335477915203 0.00534401039204482
"mirror" 0.00265815466472917 0.00376793300615115 0.0184984975109244
"precious" 0.00775295110546007 0.00470991625768894 0.00863263217176471
"space" 0.00841748977164236 0.00565189950922673 0.00698832128190477
"su-dic" 0.0135122862123733 0 0
"tweaty" 0 0.057460978343805 0
"visitors" 0.00598084799564063 0.00282594975461336 0.0127434093964146
"wailed" 0.0057593351069132 0 0.0143877202862745
"books" 0.00598084799564063 0.00847784926384009 0.00986586533915968
"boxes" 0.000443025777454861 0 0.0238425079029692
"die" 0.00686689955055035 0.0188396650307558 0.00369969950218488
"elf" 0 0.0414472630676627 0.00657724355943978
"family" 0.00708841243927778 0.00847784926384009 0.00781047672683474
"flight" 0.00753143821673264 0 0.0106880207840896
"giantess" 0.0130692604349184 0 0.000411077722464986
"growl" 0.0126262346574635 0.000941983251537788 0.000822155444929973
"happens" 0.00708841243927778 0.0075358660123023 0.00822155444929973
"hate" 0.00531630932945833 0.031085447300747 0.00123323316739496
"highly" 0.00996807999273438 0.00847784926384009 0.00246646633478992
"listened" 0.0104111057701892 0.00565189950922673 0.00287754405725491
"miles" 0.00819597688291493 0.0113037990184535 0.00452185494711485
"nearer" 0.0110756444363715 0.000941983251537788 0.00369969950218488
"piglets" 0.0132907733236458 0 0
"pit" 0.00886051554909722 0 0.00822155444929973
"pockets" 0.0106326186589167 0 0.00493293266957984
"problem" 0.00354420621963889 0.0282594975461336 0.00575508811450981
"pulling" 0.00332269333091146 0 0.0184984975109244
"quox" 0.0130692604349184 0 0.000411077722464986
"row" 0.0101895928814618 0 0.00575508811450981
"sand" 0.00199361599854688 0.00470991625768894 0.0189095752333894
"settled" 0.00531630932945833 0.0075358660123023 0.0115101762290196
"smiling" 0.0079744639941875 0.00188396650307558 0.0090437098942297
"spoken" 0.00930354132655209 0.00659388276076451 0.00452185494711485
"tent" 0.0117401831025538 0.00188396650307558 0.00205538861232493
"tied" 0.0106326186589167 0.00376793300615115 0.00328862177971989
"trembling" 0.0057593351069132 0 0.0139766425638095
"we^d" 0.00620236088436806 0.0113037990184535 0.00822155444929973
"actually" 0.00265815466472917 0.0244915645399825 0.00863263217176471
"anywhere" 0.00863900266036979 0.00376793300615115 0.00657724355943978
"buttons" 0.00553782221818576 0 0.0139766425638095
"capture" 0.00908202843782466 0.00470991625768894 0.00534401039204482
"complete" 0.00465177066327604 0.00659388276076451 0.0127434093964146
"cottage" 0.0104111057701892 0.000941983251537788 0.00452185494711485
"decide" 0.00908202843782466 0.00376793300615115 0.00575508811450981
"dry" 0.00819597688291493 0.00188396650307558 0.00822155444929973
"enjoy" 0.00553782221818576 0.0160137152761424 0.00698832128190477
"gun" 0.00863900266036979 0.00282594975461336 0.00698832128190477
"highness" 0.00487328355200347 0.00282594975461336 0.0139766425638095
"isle" 0.0104111057701892 0 0.00493293266957984
"mine" 0.00819597688291493 0.00565189950922673 0.00657724355943978
"mrs" 0.0130692604349184 0 0
"ordered" 0.00775295110546007 0.00282594975461336 0.00863263217176471
"peace" 0.00598084799564063 0.0254335477915203 0.00205538861232493
"picking" 0.00332269333091146 0.000941983251537788 0.0176763420659944
"piece" 0.00841748977164236 0.000941983251537788 0.00822155444929973
"plans" 0.00553782221818576 0.00659388276076451 0.0110990985065546
"presence" 0.00775295110546007 0.0075358660123023 0.00657724355943978
"prisoner" 0.0110756444363715 0.00188396650307558 0.00287754405725491
"rich" 0.00886051554909722 0.00470991625768894 0.00575508811450981
"roar" 0.00686689955055035 0.0075358660123023 0.00822155444929973
"safely" 0.00753143821673264 0.00188396650307558 0.00945478761669469
"sooner" 0.0057593351069132 0.0122457822699912 0.00822155444929973
"stranger" 0.0101895928814618 0.00376793300615115 0.00369969950218488
"transformation" 0.0106326186589167 0.00188396650307558 0.00369969950218488
"various" 0.00664538666182292 0.0188396650307558 0.00369969950218488
"winged" 0.00775295110546007 0 0.00986586533915968
"bent" 0.00841748977164236 0.00188396650307558 0.00739939900436976
"clearing" 0.00952505421527952 0.00565189950922673 0.00369969950218488
"closely" 0.0079744639941875 0.00376793300615115 0.00739939900436976
"dress" 0.00664538666182292 0.00470991625768894 0.00945478761669469
"fallen" 0.00531630932945833 0.00565189950922673 0.0115101762290196
"future" 0.00708841243927778 0.0103618157669157 0.0061661658369748
"groaned" 0.00199361599854688 0 0.0201428084007843
"handsome" 0.00908202843782466 0.000941983251537788 0.00657724355943978
"knocked" 0.00730992532800521 0.0113037990184535 0.00534401039204482
"mice" 0.011297157325099 0.00376793300615115 0.00123323316739496
"nervously" 0.00265815466472917 0.00282594975461336 0.0176763420659944
"notice" 0.00686689955055035 0.00565189950922673 0.00863263217176471
"owl" 0.0119616959912813 0.00376793300615115 0
"paused" 0.00620236088436806 0.000941983251537788 0.0119212539514846
"re" 0 0.000941983251537788 0.0234314301805042
"scattered" 0.0117401831025538 0.00282594975461336 0.000822155444929973
"servants" 0.00753143821673264 0.00376793300615115 0.00822155444929973
"wearing" 0.00841748977164236 0.000941983251537788 0.00781047672683474
"willing" 0.00775295110546007 0.013187765521529 0.00369969950218488
"wogglebug" 0.00620236088436806 0.0282594975461336 0
"yoop" 0.0126262346574635 0 0.000411077722464986
"doubt" 0.00775295110546007 0.013187765521529 0.00328862177971989
"eight" 0.00332269333091146 0.0103618157669157 0.0127434093964146
"experiences" 0.000664538666182292 0.0395632965645871 0.00493293266957984
"fastened" 0.011297157325099 0 0.00246646633478992
"faster" 0.00265815466472917 0.00659388276076451 0.0156209534536695
"fountain" 0.00974656710400695 0.000941983251537788 0.00493293266957984
"hastily" 0.00354420621963889 0 0.0168541866210644
"jinn" 0 0 0.0234314301805042
"laughter" 0.00753143821673264 0.0207236315338313 0.000411077722464986
"lose" 0.00642387377309549 0.00847784926384009 0.00781047672683474
"lying" 0.0101895928814618 0 0.00452185494711485
"miserable" 0.00598084799564063 0.00282594975461336 0.0110990985065546
"pay" 0.00775295110546007 0.00941983251537788 0.00493293266957984
"smaller" 0.00841748977164236 0.0113037990184535 0.00287754405725491
"somewhere" 0.00775295110546007 0.00659388276076451 0.0061661658369748
"star" 0.0050947964407309 0.000941983251537788 0.0135655648413446
"stones" 0.00952505421527952 0 0.00575508811450981
"unable" 0.00863900266036979 0.00376793300615115 0.00575508811450981
"unknown" 0.00930354132655209 0.0113037990184535 0.00123323316739496
"wherever" 0.00841748977164236 0.00565189950922673 0.00534401039204482
"astonishment" 0.00775295110546007 0 0.00863263217176471
"candle" 0.00664538666182292 0.00188396650307558 0.00986586533915968
"chest" 0.0028796675534566 0.00188396650307558 0.0168541866210644
"cloud" 0.00598084799564063 0.00282594975461336 0.0106880207840896
"conversation" 0.0050947964407309 0.00470991625768894 0.0115101762290196
"copper" 0.00863900266036979 0 0.00698832128190477
"darkness" 0.00376571910836632 0.00941983251537788 0.0119212539514846
"delight" 0.00775295110546007 0.00282594975461336 0.00739939900436976
"determined" 0.00664538666182292 0.00847784926384009 0.00698832128190477
"forth" 0.00376571910836632 0.0244915645399825 0.00534401039204482
"gate" 0.00863900266036979 0.00376793300615115 0.00534401039204482
"glance" 0.00376571910836632 0.000941983251537788 0.0156209534536695
"goes" 0.00310118044218403 0.0141297487730668 0.0110990985065546
"guardian" 0.00863900266036979 0.0103618157669157 0.00246646633478992
"gugu" 0.0124047217687361 0 0
"history" 0.00354420621963889 0.0122457822699912 0.0110990985065546
"indignantly" 0.00465177066327604 0.00188396650307558 0.0135655648413446
"lighted" 0.00952505421527952 0 0.00534401039204482
"obliged" 0.0117401831025538 0 0.00123323316739496
"pills" 0.00841748977164236 0.000941983251537788 0.00698832128190477
"rocky" 0.00708841243927778 0 0.00986586533915968
"sail" 0.00110756444363715 0 0.0209649638457143
"serious" 0.00730992532800521 0.00565189950922673 0.00698832128190477
"sleeping" 0.00354420621963889 0.00565189950922673 0.0139766425638095
"stretched" 0.00598084799564063 0.00376793300615115 0.0102769430616247
"tumbled" 0.00886051554909722 0 0.00657724355943978
"warned" 0.00531630932945833 0 0.0131544871188796
"windows" 0.00487328355200347 0.00282594975461336 0.0127434093964146
"worked" 0.00841748977164236 0.00376793300615115 0.00575508811450981
"wutz" 0 0 0.0230203524580392
"age" 0.00487328355200347 0.0282594975461336 0.00123323316739496
"comfort" 0.00708841243927778 0.00565189950922673 0.00698832128190477
"consciousness" 0.000443025777454861 0.048983129079965 0.000411077722464986
"count" 0.00465177066327604 0.00188396650307558 0.0131544871188796
"fairly" 0.00376571910836632 0.00565189950922673 0.0131544871188796
"friendly" 0.00753143821673264 0.0075358660123023 0.00534401039204482
"grunted" 0.00132907733236458 0 0.0201428084007843
"jeweled" 0.0079744639941875 0 0.00781047672683474
"merry" 0.00730992532800521 0.000941983251537788 0.00863263217176471
"nodding" 0.00775295110546007 0.000941983251537788 0.00781047672683474
"pick" 0.00620236088436806 0.00470991625768894 0.0090437098942297
"play" 0.00465177066327604 0.0160137152761424 0.00698832128190477
"raise" 0.0079744639941875 0.00941983251537788 0.00369969950218488
"records" 0.00908202843782466 0.00376793300615115 0.00411077722464986
"satisfied" 0.00598084799564063 0.00659388276076451 0.00863263217176471
"shapes" 0.00974656710400695 0.0075358660123023 0.00123323316739496
"telling" 0.0057593351069132 0.0075358660123023 0.00863263217176471
"woozy" 0.0119616959912813 0 0.000411077722464986
"wound" 0.00908202843782466 0.00282594975461336 0.00452185494711485
"attempt" 0.00730992532800521 0.00941983251537788 0.00452185494711485
"bound" 0.00730992532800521 0.00565189950922673 0.0061661658369748
"broke" 0.00642387377309549 0.00470991625768894 0.00822155444929973
"content" 0.00819597688291493 0.00470991625768894 0.00493293266957984
"deck" 0.000664538666182292 0 0.0209649638457143
"folks" 0.0108541315476441 0.00188396650307558 0.00123323316739496
"handkerchief" 0.00708841243927778 0.000941983251537788 0.00863263217176471
"impossible" 0.00753143821673264 0.0075358660123023 0.00493293266957984
"mother" 0.00730992532800521 0.00941983251537788 0.00452185494711485
"perched" 0.00841748977164236 0.000941983251537788 0.0061661658369748
"prepared" 0.00686689955055035 0.00470991625768894 0.00739939900436976
"protect" 0.0079744639941875 0.0103618157669157 0.00287754405725491
"sadly" 0.00686689955055035 0.00470991625768894 0.00739939900436976
"served" 0.00664538666182292 0.00659388276076451 0.00698832128190477
"son" 0.00199361599854688 0.0075358660123023 0.0152098757312045
"suit" 0.00708841243927778 0.00282594975461336 0.00781047672683474
"tower" 0.000886051554909722 0.000941983251537788 0.0201428084007843
"wishing" 0.00376571910836632 0 0.0152098757312045
"wondering" 0.0079744639941875 0.00470991625768894 0.00534401039204482
"beard" 0.00332269333091146 0 0.0156209534536695
"canary" 0.0110756444363715 0.00282594975461336 0
"carrying" 0.00553782221818576 0.00565189950922673 0.0090437098942297
"closer" 0.00354420621963889 0.0103618157669157 0.0106880207840896
"fields" 0.00886051554909722 0.00565189950922673 0.00287754405725491
"guards" 0.0028796675534566 0 0.0164431088985995
"he^ll" 0.00243664177600174 0.0075358660123023 0.0139766425638095
"lavender" 0.0106326186589167 0 0.00205538861232493
"level" 0.00487328355200347 0.0216656147853691 0.00328862177971989
"lies" 0.00664538666182292 0.0103618157669157 0.00493293266957984
"mount" 0.00841748977164236 0.00376793300615115 0.00452185494711485
"needed" 0.00664538666182292 0.0103618157669157 0.00493293266957984
"object" 0.00620236088436806 0.00659388276076451 0.00739939900436976
"opposite" 0.00620236088436806 0.00470991625768894 0.00822155444929973
"orders" 0.00664538666182292 0.000941983251537788 0.0090437098942297
"paid" 0.00775295110546007 0.00565189950922673 0.00493293266957984
"pipe" 0.00420874488582118 0.000941983251537788 0.0135655648413446
"proposed" 0.00730992532800521 0.000941983251537788 0.00781047672683474
"riding" 0.00420874488582118 0.00470991625768894 0.0119212539514846
"shake" 0.00265815466472917 0.000941983251537788 0.0164431088985995
"smoke" 0.00531630932945833 0.00565189950922673 0.00945478761669469
"sorcerer" 0.0115186702138264 0 0.000411077722464986
"street" 0.0079744639941875 0.00565189950922673 0.00452185494711485
"third" 0.00708841243927778 0.00376793300615115 0.00698832128190477
"twenty" 0.00487328355200347 0.00565189950922673 0.0102769430616247
"unusual" 0.00908202843782466 0.00470991625768894 0.00287754405725491
"village" 0.00819597688291493 0.00565189950922673 0.00411077722464986
"alarm" 0.00420874488582118 0.00282594975461336 0.0123323316739496
"amazement" 0.00730992532800521 0.00188396650307558 0.00698832128190477
"aru" 0.011297157325099 0 0.000411077722464986
"beauty" 0.00686689955055035 0.00847784926384009 0.00493293266957984
"beg" 0.0106326186589167 0.00188396650307558 0.000822155444929973
"born" 0.00686689955055035 0.0150717320246046 0.00205538861232493
"coat" 0.0057593351069132 0.000941983251537788 0.0102769430616247
"colors" 0.00553782221818576 0.017897681779218 0.00328862177971989
"daughter" 0.0104111057701892 0.000941983251537788 0.00164431088985995
"drop" 0.00531630932945833 0.00188396650307558 0.0106880207840896
"fairies" 0.00974656710400695 0.0075358660123023 0
"immense" 0.00642387377309549 0.00188396650307558 0.00863263217176471
"joined" 0.00908202843782466 0.0075358660123023 0.00123323316739496
"jolly" 0.00465177066327604 0.000941983251537788 0.0123323316739496
"jungle" 0.00177210310981944 0.00188396650307558 0.0172652643435294
"mercy" 0.00598084799564063 0.00188396650307558 0.00945478761669469
"needs" 0.00443025777454861 0.0188396650307558 0.00493293266957984
"pumpkin" 0.0110756444363715 0.00188396650307558 0
"putting" 0.00265815466472917 0.00847784926384009 0.0127434093964146
"rubbing" 0.00310118044218403 0 0.0156209534536695
"seek" 0.00775295110546007 0.0122457822699912 0.00164431088985995
"skin" 0.00708841243927778 0.0075358660123023 0.00493293266957984
"touch" 0.00531630932945833 0.00376793300615115 0.00986586533915968
"beloved" 0.00487328355200347 0.0263755310430581 0.000411077722464986
"bread" 0.00664538666182292 0 0.00863263217176471
