"tpc_ch1" "tpc_ch10" "tpc_ch11" "tpc_ch12" "tpc_ch13" "tpc_ch14" "tpc_ch15" "tpc_ch2" "tpc_ch3" "tpc_ch4" "tpc_ch5" "tpc_ch6" "tpc_ch7" "tpc_ch8" "tpc_ch9"
"confession" 0.998052580331061 0.181928441479685 0.2553463134376 0.245031309556221 0 0.214638334406525 0 0.394373603260155 0.142287990893569 0.127434917167304 0.18348623853211 0.0169405387091309 0.0736377025036819 0 0.03690036900369
"such" 0.243427458617332 0.121285627653123 0.0957548675390999 0.204192757963518 0.249584026622296 0.107319167203262 0.289397526966588 0.118312080978047 0.213431986340353 0.163844893500819 0.275229357798165 0.271048619346095 0.270004909180167 0.142915475704369 0.22140221402214
"they" 0.243427458617332 0.363856882959369 0.1915097350782 0.163354206370814 0.124792013311148 0.300493668169135 0.236779794790845 0.223478375180755 0.213431986340353 0.200254869834335 0.206422018348624 0.0847026935456548 0.196367206676485 0.0204164965291956 0.3690036900369
"union" 0.389483933787731 0 0 0.313095562210727 0 0.0643915003219575 0 0.0394373603260155 0.099601593625498 0.0364099763335154 1.65137614678899 0.152464848382179 0 0.0204164965291956 0
"would" 0.121713729308666 0.363856882959369 0.1915097350782 0.176967056901715 0.0415973377703827 0.150246834084568 0.0789265982636148 0.26291573550677 0.099601593625498 0.145639905334062 0.458715596330275 0.16940538709131 0.294550810014728 0.163331972233565 0.22140221402214
"committee" 0.194741966893866 0.424499696785931 0 0.122515654778111 0.249584026622296 0.08585533376261 0 0.26291573550677 0.27034718269778 0.0546149645002731 0.275229357798165 0.16940538709131 0.0490918016691213 0.387913434054716 0.22140221402214
"two" 0.316455696202532 0.545785324439054 0.2234280242579 0.122515654778111 0.124792013311148 0.17171066752522 0.0263088660878716 0.184041014854739 0.184974388161639 0.109229929000546 0.252293577981651 0.237167541927833 0.0245459008345606 0.0816659861167824 0.29520295202952
"missions" 0.0973709834469328 0.121285627653123 0.1276731567188 0.176967056901715 0.0415973377703827 0.042927666881305 0 0.026291573550677 0 0.0910249408337885 0.0458715596330275 0.948670167711333 0.122729504172803 0.306247447937934 0.22140221402214
"princeton" 0.0730282375851996 0.0606428138265616 0.0638365783593999 0 0 0.34342133505044 0 0.026291573550677 0.910643141718839 0.418714727835427 0.0229357798165138 0.0169405387091309 0 0.0816659861167824 0
"when" 0.243427458617332 0.181928441479685 0.2872646026173 0.081677103185407 0.0415973377703827 0.300493668169135 0.263088660878716 0.170895228079401 0.142287990893569 0.127434917167304 0.0917431192660551 0.118583770963917 0.147275405007364 0.18374846876276 0.25830258302583
"christian" 0.0243427458617332 0 0.0638365783593999 0.313095562210727 0 0.236102167847177 0.289397526966588 0.131457867753385 0.113830392714855 0.254869834334608 0.252293577981651 0.203286464509571 0.196367206676485 0.0612494895875868 0
"there" 0.267770204479065 0.0606428138265616 0.1276731567188 0.122515654778111 0.166389351081531 0.25756600128783 0.210470928702973 0.170895228079401 0.156516789982925 0.0546149645002731 0.160550458715596 0.271048619346095 0.0736377025036819 0.163331972233565 0.03690036900369
"foreign" 0 0.121285627653123 0.1276731567188 0.149741355839913 0.0415973377703827 0.042927666881305 0 0.0131457867753385 0 0.127434917167304 0.0458715596330275 0.89784855158394 0.147275405007364 0.306247447937934 0.22140221402214
"made" 0.194741966893866 0.242571255306246 0.1276731567188 0.176967056901715 0.0415973377703827 0.150246834084568 0.0526177321757432 0.144603654528724 0.184974388161639 0.163844893500819 0.137614678899083 0.304929696764357 0.0981836033382425 0.102082482645978 0.18450184501845
"doctrine" 0.365141187925998 0.0606428138265616 0.1276731567188 0.0544514021236047 0.0415973377703827 0.0214638334406525 0 0.538977257788879 0.241889584519067 0.145639905334062 0.275229357798165 0.0338810774182619 0 0.0612494895875868 0
"because" 0.194741966893866 0.303214069132808 0.2872646026173 0.108902804247209 0.0415973377703827 0.236102167847177 0.184162062615101 0.131457867753385 0.128059191804212 0.0728199526670308 0.137614678899083 0.101643232254786 0.122729504172803 0.265414454879543 0.22140221402214
"westminster" 0.170399221032132 0.303214069132808 0.1276731567188 0.245031309556221 0 0.17171066752522 0.0263088660878716 0.105166294202708 0.0853727945361411 0.691789550336792 0.18348623853211 0 0.0245459008345606 0.0408329930583912 0.03690036900369
"first" 0.0730282375851996 0.0606428138265616 0.0319182891797 0.204192757963518 0.166389351081531 0.0643915003219575 0.0789265982636148 0.35493624293414 0.142287990893569 0.200254869834335 0.0917431192660551 0.135524309673048 0.122729504172803 0.18374846876276 0
"action" 0.0486854917234664 0.181928441479685 0 0.108902804247209 0.124792013311148 0.042927666881305 0 0.197186801630078 0.0569151963574274 0.0364099763335154 0.0917431192660551 0.118583770963917 0.368188512518409 0.387913434054716 0.664206642066421
"ministers" 0.146056475170399 0.121285627653123 0.0319182891797 0.163354206370814 0.124792013311148 0.193174500965872 0.131544330439358 0.170895228079401 0.0853727945361411 0.273074822501365 0.137614678899083 0.0677621548365238 0.196367206676485 0.0816659861167824 0.22140221402214
"those" 0.316455696202532 0.303214069132808 0.1915097350782 0.0680642526545059 0.166389351081531 0.236102167847177 0.15785319652723 0.184041014854739 0.0569151963574274 0.0910249408337885 0.0917431192660551 0.135524309673048 0.0490918016691213 0.122498979175174 0.22140221402214
"faculty" 0 0 0 0.0272257010618023 0 0.042927666881305 0 0 0.839499146272055 0.618969597669762 0 0 0 0 0
"theological" 0.121713729308666 0.242571255306246 0.0957548675390999 0.0680642526545059 0 0.407812835372397 0.184162062615101 0.078874720652031 0.327262379055208 0.254869834334608 0.0688073394495413 0.0169405387091309 0 0.102082482645978 0.0738007380073801
"will" 0.146056475170399 0.0606428138265616 0.0638365783593999 0.108902804247209 0.0415973377703827 0.08585533376261 0.420941857405946 0.105166294202708 0.142287990893569 0.109229929000546 0.344036697247706 0.0677621548365238 0.220913107511046 0.102082482645978 0.03690036900369
"doctrinal" 0.53554040895813 0.121285627653123 0.0319182891797 0.0952899537163082 0.0831946755407654 0.107319167203262 0.0263088660878716 0.118312080978047 0.213431986340353 0.0182049881667577 0.275229357798165 0.0508216161273929 0.0736377025036819 0.102082482645978 0.25830258302583
"philadelphia" 0.0973709834469328 1.15221346270467 0.0319182891797 0.204192757963518 0 0.0214638334406525 0 0.223478375180755 0 0.127434917167304 0 0.101643232254786 0.0245459008345606 0.306247447937934 0.33210332103321
"also" 0.170399221032132 0.363856882959369 0.1276731567188 0.149741355839913 0.0415973377703827 0.08585533376261 0.131544330439358 0.144603654528724 0.156516789982925 0.109229929000546 0.206422018348624 0.0677621548365238 0.196367206676485 0.0408329930583912 0.18450184501845
"any" 0.0486854917234664 0.0606428138265616 0.0638365783593999 0.204192757963518 0.124792013311148 0.107319167203262 0.0789265982636148 0.197186801630078 0.0853727945361411 0.0728199526670308 0.229357798165138 0.135524309673048 0.245459008345606 0.163331972233565 0
"christ" 0.170399221032132 0 0.0957548675390999 0.136128505309012 0 0.150246834084568 0.368324125230203 0.289207309057447 0.0711439954467843 0.0546149645002731 0.0917431192660551 0.152464848382179 0.122729504172803 0.0204164965291956 0.03690036900369
"men" 0.0486854917234664 0.303214069132808 0.2234280242579 0.081677103185407 0 0.17171066752522 0.420941857405946 0.0394373603260155 0.142287990893569 0.23666484616785 0.0229357798165138 0.16940538709131 0.0981836033382425 0 0.14760147601476
"more" 0.121713729308666 0 0.0638365783593999 0.122515654778111 0.0415973377703827 0.193174500965872 0.184162062615101 0.131457867753385 0.156516789982925 0.145639905334062 0.0458715596330275 0.118583770963917 0.122729504172803 0.163331972233565 0.14760147601476
"affirmation" 0.0243427458617332 0.0606428138265616 0.0319182891797 0.0952899537163082 0.0415973377703827 0.236102167847177 0 0.565268831339556 0.0569151963574274 0 0 0.118583770963917 0.0490918016691213 0.0816659861167824 0.18450184501845
"upon" 0 0.181928441479685 0.0957548675390999 0.163354206370814 0.249584026622296 0.107319167203262 0.236779794790845 0.131457867753385 0.128059191804212 0.0910249408337885 0.0688073394495413 0.16940538709131 0.147275405007364 0.0408329930583912 0.14760147601476
"must" 0.0730282375851996 0 0.4468560485158 0.136128505309012 0.0831946755407654 0.08585533376261 0.368324125230203 0.0920205074273695 0.099601593625498 0.0728199526670308 0.0917431192660551 0.0847026935456548 0.220913107511046 0.0204164965291956 0.0738007380073801
"commission" 0 0.485142510612492 0.2872646026173 0.0408385515927035 0 0 0.0789265982636148 0.131457867753385 0.0142287990893569 0 0.0458715596330275 0.152464848382179 0 0.632911392405063 0.33210332103321
"if" 0.0730282375851996 0.0606428138265616 0.1595914458985 0.136128505309012 0.166389351081531 0.0214638334406525 0.105235464351486 0.118312080978047 0.0853727945361411 0.163844893500819 0.18348623853211 0.0508216161273929 0.270004909180167 0.142915475704369 0.14760147601476
"what" 0.170399221032132 0.0606428138265616 0.1915097350782 0.108902804247209 0 0.128783000643915 0.315706393054459 0.118312080978047 0.0853727945361411 0.0364099763335154 0.0688073394495413 0.135524309673048 0.220913107511046 0.0816659861167824 0.0738007380073801
"modernism" 0.0730282375851996 0.363856882959369 0.0319182891797 0.108902804247209 0 0.214638334406525 0.473559589581689 0.052583147101354 0.0569151963574274 0.145639905334062 0.0688073394495413 0.203286464509571 0.0245459008345606 0.0408329930583912 0.03690036900369
"may" 0.0486854917234664 0 0.0957548675390999 0.0680642526545059 0.207986688851913 0.0643915003219575 0.0263088660878716 0.184041014854739 0.099601593625498 0.109229929000546 0.160550458715596 0.135524309673048 0.368188512518409 0.0408329930583912 0.0738007380073801
"auburn" 0.0243427458617332 0.242571255306246 0.0319182891797 0.108902804247209 0.0415973377703827 0.236102167847177 0 0.407519390035494 0.0426863972680706 0 0 0.118583770963917 0.0490918016691213 0.0816659861167824 0.14760147601476
"between" 0.219084712755599 0.181928441479685 0.1276731567188 0.0544514021236047 0.0415973377703827 0.128783000643915 0.0263088660878716 0.157749441304062 0.199203187250996 0.0546149645002731 0.275229357798165 0.0169405387091309 0.0245459008345606 0.0408329930583912 0.14760147601476
"many" 0.121713729308666 0.0606428138265616 0.0319182891797 0.0680642526545059 0.0415973377703827 0.193174500965872 0.263088660878716 0.170895228079401 0.0853727945361411 0.127434917167304 0.114678899082569 0.16940538709131 0.0490918016691213 0.0408329930583912 0
"our" 0.146056475170399 0 0.0319182891797 0.136128505309012 0 0.107319167203262 0.0526177321757432 0.289207309057447 0.113830392714855 0 0.137614678899083 0.152464848382179 0.0245459008345606 0.0612494895875868 0.11070110701107
"america" 0.0730282375851996 0 0 0.503675469643343 0.207986688851913 0.08585533376261 0.210470928702973 0 0.0284575981787137 0.0546149645002731 0.206422018348624 0.0508216161273929 0 0 0
"fact" 0.243427458617332 0.242571255306246 0.0319182891797 0.0680642526545059 0 0.0643915003219575 0.131544330439358 0.210332588405416 0.099601593625498 0.0364099763335154 0.0458715596330275 0.135524309673048 0.122729504172803 0.0408329930583912 0.11070110701107
"constitution" 0 0.121285627653123 0.3830194701564 0.163354206370814 0.374376039933444 0.08585533376261 0 0.0657289338766925 0.0284575981787137 0.0182049881667577 0.0229357798165138 0.0338810774182619 0.343642611683849 0.0816659861167824 0.14760147601476
"member" 0 0.0606428138265616 0.2872646026173 0.081677103185407 0.0831946755407654 0.0214638334406525 0 0.0131457867753385 0.241889584519067 0.145639905334062 0.0229357798165138 0.0338810774182619 0.220913107511046 0.18374846876276 0.22140221402214
"i" 0.0243427458617332 0 0.0638365783593999 0.0136128505309012 0 0.042927666881305 0.0789265982636148 0.118312080978047 0.256118383608423 0.0182049881667577 0 0.220227003218702 0.0490918016691213 0.326663944467129 0.03690036900369
"presbyteries" 0.316455696202532 1.09157064887811 0 0.0680642526545059 0 0.0214638334406525 0 0.078874720652031 0 0.0364099763335154 0.114678899082569 0.0338810774182619 0.0736377025036819 0.0612494895875868 0.40590405904059
