"baum-dwo" "baum-eco" "baum-go" "baum-lpo" "baum-lwso" "baum-mlo" "baum-mo" "baum-oo" "baum-rbo" "baum-ro" "baum-so" "baum-tto" "baum-two" "baum-wwo" "evans-dmao" "evans-fmo" "thompson-cso" "thompson-hmo" "thompson-ko" "thompson-owo" "thompson-spo" "thompson-who"
"are" 0.427919360973754 0.511743865634431 0.410199275821032 0.390790926854133 0.397076076166411 0.395369208551339 0.437155708293324 0.386463338207646 0.240566037735849 0.294461085444484 0.317210299490276 0.37923231645994 0.405827500512984 0.34132300873685 0.94180529354599 0.652167905601459 0.201106083459025 0.341018391675654 0.276854928017719 0.283127220278319 0.26420462793601 0.378642746061439
"my" 0.413655382274629 0.451759236695597 0.339300635555668 0.390790926854133 0.41512498871943 0.490068420180402 0.260271895689089 0.540526425736369 0.393867924528302 0.307153373610194 0.350025158058235 0.498659068052296 0.736417318346595 0.481418273516901 0.350140056022409 0.511233315831652 0.338820031914661 0.416800256492466 0.251299088508391 0.248404070621544 0.386145225444938 0.351596835628479
"have" 0.318562190947128 0.40864528464581 0.367153672802775 0.378047744456716 0.234635863189243 0.364591964771893 0.320917774296255 0.35773971171924 0.344339622641509 0.236076559882216 0.255955896830085 0.335232986925914 0.389867992065844 0.407549861178329 0.753158406219631 0.724016912150772 0.327890353465801 0.410970882275788 0.287503194479939 0.379283634712466 0.287431408413901 0.421465437580293
"them" 0.582445796880943 0.530489062177817 0.625427290912314 0.418401155381871 0.379027163613392 0.255687871398471 0.525597614595441 0.34990599540422 0.25 0.444230085799868 0.413467217956291 0.477707006369427 0.396707781400333 0.603683231870399 0.365860629966272 0.350954762760107 0.203292019148797 0.306042146375587 0.159723996933299 0.264430139693902 0.290334755973638 0.306520318240213
"were" 0.575313807531381 0.549234258721203 0.579849593598866 0.405657972984453 0.333904882230846 0.286465115177916 0.4194673270329 0.428243158554418 0.403301886792453 0.563537594557547 0.45722036271357 0.444183707676835 0.392147921844007 0.545097939326014 0.264391470874064 0.392406112692403 0.172688919491989 0.180710600717013 0.278984581310163 0.243062047597425 0.249687890137328 0.259189974982533
"one" 0.435051350323317 0.363656812941684 0.415263464411415 0.431144337779288 0.487320638931504 0.317242358957362 0.328498509122151 0.402130770837685 0.351415094339623 0.431537797634158 0.343462186344644 0.458850150854844 0.371628553840542 0.318398329045569 0.370148059223689 0.350954762760107 0.266684154152185 0.276895275292197 0.296021807649715 0.331205427495393 0.293238103533374 0.241159368027226
"from" 0.344712818562191 0.269930830224755 0.412731370116223 0.420525019114774 0.243660319465752 0.376429366225526 0.363875271642998 0.368184666805933 0.344339622641509 0.246230390414784 0.404716589004835 0.339423399262487 0.332869747611774 0.315851142413205 0.270108043217287 0.312266836156631 0.459046494852121 0.375994636975721 0.321577647159043 0.424690830417479 0.406468658363093 0.378642746061439
"me" 0.332826169646253 0.314919301928881 0.273466183880688 0.333446606065755 0.315855969677827 0.433248893202964 0.265325718906353 0.378629621892626 0.280660377358491 0.322384119409047 0.365338758723283 0.33104257458934 0.581382093431522 0.501795766575817 0.232950322986337 0.616243402326802 0.205477954838569 0.265236526858842 0.270465968140387 0.259088116669783 0.270011323055483 0.2704591043296
"him" 0.27814758463294 0.294299585731156 0.169650317777834 0.341942060997366 0.40610053244292 0.333814720992448 0.356294536817102 0.253290160852308 0.370283018867925 0.373153272071889 0.374089387674739 0.410660408984244 0.39442785162217 0.466135153722713 0.172926313382496 0.287396026197253 0.332262224845345 0.233174968667114 0.349263139960814 0.344560485055691 0.415178701042302 0.385404223669679
"no" 0.397014073792316 0.318668341237558 0.369685767097967 0.399286381785745 0.333904882230846 0.307772437794455 0.356294536817102 0.417798203467725 0.294811320754717 0.279230339645631 0.345649843582507 0.381327522628227 0.389867992065844 0.28528490282483 0.251529183101812 0.356481609417747 0.240452925874921 0.250663091317147 0.206576369367067 0.264430139693902 0.322271579130738 0.326804751064933
"do" 0.271015595283378 0.350535175361314 0.395006710049882 0.324951151134143 0.234635863189243 0.26989275314283 0.325971597513519 0.32640484645916 0.183962264150943 0.324922577042189 0.269081840257269 0.307995306738183 0.280431362714028 0.331134262207392 0.453038358200423 0.370298726061845 0.242638861564693 0.34976245300067 0.274725274725275 0.267101151205962 0.304851493772319 0.308774144109626
"little" 0.347090148345378 0.283052467805125 0.149393563416302 0.305836377538017 0.451222813825467 0.116006534245602 0.229948956385506 0.321182368915814 0.452830188679245 0.378230187338173 0.304084356063092 0.209520616828696 0.198353890700166 0.354058941898673 0.227233750643114 0.279105756210794 0.220779504666973 0.408056195167449 0.364170713007922 0.403322738321002 0.345498359608629 0.378642746061439
"if" 0.323316850513503 0.283052467805125 0.392474615754691 0.367428425792201 0.144391300424149 0.293567556050096 0.313337039470359 0.261123877167328 0.209905660377358 0.291922627811342 0.301896698825228 0.278662420382166 0.298670800939331 0.351511755266308 0.394443491682387 0.356481609417747 0.185804533630621 0.250663091317147 0.242780475338615 0.243062047597425 0.235171152338646 0.247920845635466
"then" 0.328071510079878 0.318668341237558 0.273466183880688 0.327075014867046 0.41512498871943 0.383531807097706 0.394198210946581 0.412575725924379 0.247641509433962 0.220845814083363 0.350025158058235 0.35828025477707 0.307790520051982 0.323492702310298 0.174355456468302 0.240417829607318 0.196734212079481 0.256492465533825 0.310929380696823 0.227035978525067 0.249687890137328 0.252428497374293
"their" 0.339958158995816 0.309295742965865 0.483630010381587 0.265482966612862 0.41512498871943 0.208338265583939 0.323444685904887 0.261123877167328 0.283018867924528 0.357922526273037 0.301896698825228 0.347804223935635 0.234832767150772 0.252171476604091 0.453038358200423 0.32332052947191 0.205477954838569 0.183625287825352 0.125649544254195 0.248404070621544 0.293238103533374 0.187067547161306
"up" 0.275770254849753 0.219318799557613 0.151925657711493 0.144422733837397 0.397076076166411 0.184663462676673 0.181937635821499 0.274180071025695 0.44811320754717 0.20561506828451 0.229704009975717 0.215806235333557 0.184674312031189 0.270001783030643 0.21865889212828 0.234890982949678 0.52243862985551 0.410970882275788 0.530283669818554 0.443387911001896 0.467438957117557 0.315535621717866
"what" 0.218714340053252 0.262432751607401 0.263337806699922 0.214510237023193 0.153415756700659 0.281730154596463 0.310810127861727 0.292458742427408 0.257075471698113 0.215768898817079 0.236266981689309 0.201139792155548 0.209753539590981 0.221605237015716 0.440176070428171 0.359245032746566 0.275427896911273 0.410970882275788 0.351392793253258 0.245733059109485 0.293238103533374 0.317789447587279
"your" 0.218714340053252 0.331789978817928 0.245613146633581 0.273978421544474 0.252684775742262 0.248585430526291 0.179410724212867 0.253290160852308 0.304245283018868 0.218307356450221 0.168449607315526 0.324756956084479 0.275871503157703 0.175755877633154 0.766020693991882 0.32608395280073 0.177060790871533 0.256492465533825 0.174631569980407 0.176286759795935 0.153877420666028 0.274966756068426
"by" 0.256751616584253 0.273679869533432 0.321575975489327 0.24212046555093 0.243660319465752 0.362224484481167 0.285541011775408 0.32640484645916 0.172169811320755 0.281768797278773 0.295333727111636 0.295424069728461 0.214313399147306 0.22924679691281 0.312982335791459 0.281869179539614 0.262312282772641 0.230260281558775 0.236391515461283 0.293811266326558 0.249687890137328 0.299758840631973
"out" 0.285279573982503 0.226816878174968 0.207631732205707 0.157165916234814 0.333904882230846 0.191765903548853 0.176883812604235 0.195842907875496 0.365566037735849 0.177692034319947 0.284395440922316 0.253519946362722 0.218873258703632 0.275096156295372 0.170068027210884 0.270815486224335 0.358493453122609 0.410970882275788 0.408893432149246 0.315179358423035 0.53711929855123 0.288489711284906
"will" 0.304298212248003 0.382402009485069 0.240548958043198 0.223005691954804 0.306831513401318 0.321977319538815 0.368929094860262 0.282013787340714 0.186320754716981 0.185307407219373 0.175012579029118 0.266091183372444 0.237112696928935 0.402455487913599 0.527353798662322 0.292922872854893 0.1092967844886 0.171966539391996 0.146946077178635 0.213680920964769 0.182910896263392 0.2366517162884
"who" 0.204450361354127 0.307421223311526 0.26080571240473 0.38866706312123 0.243660319465752 0.208338265583939 0.323444685904887 0.289847503655734 0.216981132075472 0.284307254911915 0.249392925116493 0.341518605430774 0.321470098720959 0.292926462721924 0.298690904933402 0.301213142841352 0.194548276389709 0.247748404208808 0.232132208876395 0.213680920964769 0.182910896263392 0.234397890418986
"now" 0.20207303157094 0.253060153335708 0.273466183880688 0.214510237023193 0.324880425954336 0.260422831979924 0.247637337645929 0.268957593482348 0.202830188679245 0.213230441183937 0.238454638927173 0.276567214213879 0.323750028499122 0.208869303853893 0.288686903332762 0.232127559620858 0.279799768290817 0.300212772158909 0.225743248999063 0.304495312374796 0.307754841332056 0.299758840631973
"when" 0.347090148345378 0.333664498472266 0.217760109386474 0.2930931951406 0.216586950636224 0.213073226165392 0.285541011775408 0.268957593482348 0.167452830188679 0.20561506828451 0.34127452910678 0.293328863560174 0.392147921844007 0.402455487913599 0.270108043217287 0.292922872854893 0.161759241043128 0.209857471800402 0.198057756197291 0.149576644675339 0.197427634062074 0.164529288467173
"there" 0.339958158995816 0.337413537780944 0.250677335223964 0.310084105003823 0.27073368829528 0.132578896280688 0.235002779602769 0.248067683308962 0.186320754716981 0.25384576331421 0.216578066548533 0.307995306738183 0.223433118259958 0.323492702310298 0.274395472474704 0.303976566170172 0.194548276389709 0.262321839750503 0.261947354970611 0.162931702235637 0.185814243823128 0.225382586941333
"oz" 0.156903765690377 0.388025568448085 0.288658749651837 0.252739784215445 0.27975814457179 0.08996425104761 0.487693940465962 0.172341758930437 0.379716981132075 0.215768898817079 0.146573034936886 0.146664431780087 0.161875014249561 0.405002674545964 0.127193734636712 0.254234946251416 0.225151376046517 0.262321839750503 0.247039781923503 0.341889473543631 0.16839415846471 0.398927178886159
"would" 0.213959680486877 0.208071681631582 0.369685767097967 0.267606830345765 0.333904882230846 0.196500864130306 0.308283216253095 0.237622728222269 0.174528301886792 0.159922830887952 0.214390409310669 0.209520616828696 0.234832767150772 0.287832089457195 0.365860629966272 0.397932959350043 0.183618597940849 0.177795913608674 0.161853650225743 0.224364967013008 0.171297506024446 0.19608285063896
"into" 0.25912894636744 0.18370292612518 0.258273618109538 0.148670461303203 0.487320638931504 0.241482989654111 0.308283216253095 0.240233966993942 0.245283018867925 0.152307457988526 0.218765723786397 0.230472678511566 0.214313399147306 0.2012277439568 0.237237752243755 0.154751706413906 0.262312282772641 0.233174968667114 0.240650822046171 0.291140254814498 0.26420462793601 0.326804751064933
"could" 0.24961962723469 0.181828406470842 0.392474615754691 0.32282728740124 0.216586950636224 0.160988659769407 0.310810127861727 0.214121579277209 0.231132075471698 0.190384322485658 0.218765723786397 0.21371102916527 0.253072205376074 0.305662395883746 0.214371462870863 0.256998369580236 0.190176405010165 0.171966539391996 0.187409489735071 0.200325863404471 0.194524286502337 0.220874935202506
"or" 0.218714340053252 0.19682456370555 0.281062466766262 0.201767054625775 0.189513581806696 0.153886218897228 0.197099105473291 0.148840609985377 0.132075471698113 0.233538102249073 0.203452123121349 0.188568555145826 0.24167255648526 0.106981838559311 0.317269765048877 0.232127559620858 0.262312282772641 0.259407152642164 0.132038504131527 0.221693955500948 0.284528060854165 0.320043273456693
"scarecrow" 0.0451692658805629 0.0862279040995745 0.073430734560555 0.0361056834593492 0.333904882230846 0.665261961694169 0.0227422044776874 0.300292458742427 1.07311320754717 0.073615271361121 0.347837500820371 0 0.421787008960124 0.555286685855473 0.195792602755388 0.011053693315279 0 0.0553790550584395 0.185279836442627 0.253746093645664 0 0.0676147760823999
"us" 0.192563712438189 0.239938515755338 0.308915504013369 0.267606830345765 0.13536684414764 0.229645588200478 0.285541011775408 0.125339461040318 0.169811320754717 0.121845966390821 0.183763207980574 0.1927589674824 0.175554592918538 0.165567131103696 0.260104041616647 0.151988283085086 0.157387369663584 0.224430907342097 0.149075730471079 0.181628782820054 0.182910896263392 0.21636728346368
"can" 0.247242297451502 0.11809473822333 0.240548958043198 0.203890918358678 0.054146737659056 0.210705745874666 0.305756304644464 0.19062043033215 0.106132075471698 0.131999796923389 0.199076808645621 0.184378142809252 0.24167255648526 0.165567131103696 0.327273766649517 0.312266836156631 0.144271755524952 0.171966539391996 0.151205383763523 0.1388925986271 0.159684115785501 0.2366517162884
"ozma" 0.178299733739064 0.288676026768141 0.66847289393057 0.354685243394784 0.342929338507355 0.0686569284310708 0.27543336534088 0.339461040317527 0.127358490566038 0.203076610651368 0.0809433178009669 0.121521957760644 0.164154944027724 0 0 0.392406112692403 0.0306030996568081 0.18945466204203 0.376948632762586 0.197654851892412 0.0116133902389455 0.227636412810746
"an" 0.145017116774439 0.228691397829306 0.149393563416302 0.155042052501911 0.162440212977168 0.222543147328298 0.280487188558144 0.185397952788803 0.193396226415094 0.180230491953089 0.264706525781541 0.205330204492122 0.13679578668977 0.0993402786622176 0.167209741039273 0.201729903003841 0.266684154152185 0.256492465533825 0.183150183150183 0.181628782820054 0.243881195017856 0.24341319389664
"king" 0.0213959680486877 0.468629913584644 0.0177246600663409 0.17628068983094 0.288782600848299 0.0378796846516253 0.159195431343812 0.535303948193023 0.143867924528302 0.197999695385084 0.363151101485419 0.33104257458934 0.0501584551195823 0.0611324791767493 0.0214371462870863 0.0469781965899356 0.281985703980589 0.335189017458976 0.227872902291507 0.0934854029220866 0.162587463345237 0.374135094322613
"very" 0.235355648535565 0.301797664348511 0.167118223482642 0.263359102879959 0.162440212977168 0.222543147328298 0.138980138474756 0.224566534363902 0.179245283018868 0.114230593491395 0.227516352737853 0.1927589674824 0.209753539590981 0.216510863750987 0.307265763448236 0.262525216237876 0.0546483922443002 0.104928735900201 0.176761223272851 0.101498437458265 0.110327207269982 0.0631071243435732
"which" 0.24961962723469 0.239938515755338 0.283594561061454 0.324951151134143 0.243660319465752 0.236748029072658 0.202152928690554 0.295069981199081 0.125 0.269076509113063 0.260331211305813 0.240948709353 0.248512345819749 0.165567131103696 0.170068027210884 0.0939563931798712 0.0677640063829322 0.0757818648168119 0.0724082119430957 0.090814391410027 0.0638736463142003 0.0743762536906399
"over" 0.166413084823127 0.149961572347086 0.134200997645152 0.174156826098038 0.189513581806696 0.149151258315775 0.123818668822965 0.127950699811991 0.242924528301887 0.137076712189674 0.205639780359213 0.125712370097218 0.129955997355281 0.231793983545174 0.160064025610244 0.138171166440987 0.262312282772641 0.198198723367047 0.283243887895051 0.264430139693902 0.284528060854165 0.24341319389664
"see" 0.235355648535565 0.219318799557613 0.159521940597068 0.1465465975703 0.144391300424149 0.118374014536329 0.174356900995603 0.146229371213704 0.10377358490566 0.190384322485658 0.199076808645621 0.178092524304392 0.180114452474864 0.241982730074633 0.337277768250157 0.237654406278498 0.139899884145408 0.169051852283657 0.134168157423971 0.13622158711504 0.197427634062074 0.17579841781424
"like" 0.190186382655002 0.176204847507826 0.139265186235535 0.142298870104494 0.108293475318112 0.0875967707568834 0.174356900995603 0.143618132442031 0.200471698113208 0.220845814083363 0.168449607315526 0.150854844116661 0.161875014249561 0.163019944471331 0.204367461270222 0.345427916102468 0.251382604323781 0.177795913608674 0.157594343640855 0.213680920964769 0.267107975495747 0.200590502377786
"back" 0.149771776340814 0.134965415112377 0.0886233003317043 0.169909098632232 0.162440212977168 0.134946376571415 0.151614696517916 0.15928556507207 0.240566037735849 0.114230593491395 0.109382861893199 0.138283607106939 0.100316910239165 0.249624289971726 0.117189733036072 0.171332246386824 0.306030996568081 0.244833717100469 0.247039781923503 0.307166323886856 0.32807827425021 0.261443800851946
"down" 0.183054393305439 0.0993495416799445 0.111412148988428 0.114688641576756 0.162440212977168 0.108904093373423 0.106130287562541 0.141006893670357 0.346698113207547 0.162461288521095 0.177200236266982 0.146664431780087 0.0866373315701876 0.236888356809903 0.107185731435431 0.085666123193412 0.351935646053293 0.273980588183858 0.272595621432831 0.291140254814498 0.322271579130738 0.198336676508373
