"baum-dwo" "baum-eco" "baum-go" "baum-lpo" "baum-lwso" "baum-mlo" "baum-mo" "baum-oo" "baum-rbo" "baum-ro" "baum-so" "baum-tto" "baum-two" "baum-wwo" "evans-dmao" "evans-fmo" "thompson-cso" "thompson-hmo" "thompson-ko" "thompson-owo" "thompson-spo" "thompson-who"
"large" 0.0380372765310004 0.0243687555064015 0.0177246600663409 0.0276102285277377 0.00902445627650934 0.0213073226165392 0.0101076464345277 0.018278671401713 0.0589622641509434 0.0228461186982789 0.0175012579029118 0.0209520616828696 0.00227992977816283 0.0203774930589164 0.0357285771451438 0.0414513499322961 0.0437187137954401 0.0204028097583724 0.0511116790186558 0.0160260690723577 0.0145167377986819 0.02028443282472
"brains" 0.00950931913275009 0.0224942358520629 0.0936874889220875 0.0233625010619319 0.0631711939355654 0.0591870072681645 0.0682266134330621 0.018278671401713 0.0377358490566038 0 0.0196889151407757 0.00209520616828696 0.0364788764506053 0.142642451412415 0.0028582861716115 0 0 0.00582937421667784 0.00638895987733197 0.00534202302411923 0 0.00901530347765332
"lovely" 0.0213959680486877 0.0374903930867715 0.0354493201326817 0.0169909098632232 0.027073368829528 0.00946992116290632 0.0404305857381109 0.0208899101733863 0.0424528301886792 0.0456922373965579 0.0131259434271838 0.0586657727120349 0.0205193680034655 0.0483965460149265 0.00714571542902875 0.00829026998645923 0.00437187137954401 0.00582937421667784 0.0638895987733197 0.0213680920964769 0.0203234329181546 0.00901530347765332
"mean" 0.0213959680486877 0.0243687555064015 0.0126604714759578 0.0191147735961261 0.0180489125530187 0.0307772437794455 0.0126345580431597 0.0130561938583664 0.0141509433962264 0.0126922881657105 0.0153136006650478 0.0125712370097218 0.0068397893344885 0.00764155989709366 0.0485908649173955 0.096719816508691 0.0284171639670361 0.034976245300067 0.0447227191413238 0.0160260690723577 0.0435502133960456 0.0315535621717866
"nick" 0.0118866489159376 0.01312163758037 0.00253209429519155 0.0021238637329029 0 0.0591870072681645 0 0.0130561938583664 0.0235849056603774 0.0177692034319947 0 0 0.0569982444540708 0.00254718663236455 0.0028582861716115 0 0.00218593568977201 0 0 0.387296669248644 0 0.01352295521648
"fine" 0.0332826169646253 0.0356158734324329 0.00759628288557466 0.0339818197264464 0.0360978251060374 0.0142048817443595 0.0530651437812705 0.0130561938583664 0.0141509433962264 0.0685383560948368 0.0218765723786397 0.0104760308414348 0.027359157337954 0.0152831197941873 0.017149717029669 0.0331610799458369 0.0393468424158961 0.034976245300067 0.0127779197546639 0.0213680920964769 0.0203234329181546 0.0225382586941333
"name" 0.0285279573982503 0.0187451965433858 0.0354493201326817 0.0191147735961261 0 0.0355122043608987 0.0126345580431597 0.0417798203467725 0.0235849056603774 0.0583845255622684 0.0131259434271838 0.0251424740194435 0.0319190168942797 0.0152831197941873 0.0357285771451438 0.0469781965899356 0.0196734212079481 0.00874406132501676 0.0149075730471079 0.0106840460482385 0.0348401707168365 0.02028443282472
"else" 0.0237732978318752 0.0187451965433858 0.022788848656724 0.0637159119870869 0.0360978251060374 0.0213073226165392 0.0505382321726386 0.0156674326300397 0.0235849056603774 0.0279230339645631 0.0240642296165037 0.0293328863560174 0.0319190168942797 0.0101887465294582 0.0242954324586978 0.0221073866305579 0.013115614138632 0.0145734355416946 0.0255558395093279 0.0186970805844173 0.0174200853584183 0.0315535621717866
"pompa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.502598177016782 0 0 0.00225382586941333
"turn" 0.0142639786991251 0.0074980786173543 0.0151925657711493 0.0233625010619319 0.027073368829528 0.028409763488719 0.00252691160863193 0.0156674326300397 0.0400943396226415 0.0177692034319947 0.0131259434271838 0.0272376801877305 0.0205193680034655 0.0101887465294582 0.028582861716115 0.0248708099593777 0.0262312282772641 0.154478416741963 0.0276854928017719 0.0160260690723577 0.0348401707168365 0.0157767810858933
"decided" 0.0237732978318752 0.0431139520497872 0.0253209429519155 0.0276102285277377 0.0180489125530187 0.0402471649423519 0.0505382321726386 0.0287236264884061 0.00707547169811321 0.0228461186982789 0.0437531447572794 0.0230472678511566 0.0205193680034655 0.0203774930589164 0.0128622877722518 0.00276342332881974 0.0174874855181761 0.0320615581917281 0.0127779197546639 0.0400651726808943 0.0261301280376274 0.0247920845635466
"finally" 0.0166413084823127 0.0337413537780944 0.0329172258374902 0.0382295471922521 0.0360978251060374 0.0260422831979924 0.0227422044776874 0.0235011489450595 0.0165094339622642 0.025384576331421 0.0546914309465993 0.0209520616828696 0.0455985955632566 0.0178303064265519 0.005716572343223 0.00829026998645923 0.0327890353465801 0.0262321839750503 0.0319447993866599 0.0240391036085366 0.0116133902389455 0.02028443282472
"lay" 0.00713198934956257 0.0374903930867715 0.00506418859038311 0.0276102285277377 0.0360978251060374 0.0355122043608987 0.0176883812604235 0.0496135366617924 0.0165094339622642 0.0203076610651368 0.0284395440922316 0.0293328863560174 0.0159595084471398 0.0611324791767493 0.0200080032012805 0.0138171166440987 0.0306030996568081 0.0204028097583724 0.0404634125564358 0.0186970805844173 0.0145167377986819 0.0180306069553066
"near" 0.0618105743628756 0.0299923144694172 0.0379814144278733 0.0339818197264464 0.0180489125530187 0.0307772437794455 0.035376762520847 0.0391685815750992 0.00943396226415094 0.025384576331421 0.0415654875194155 0.0251424740194435 0.0250792275597912 0.0534909192796556 0.0100040016006403 0.00276342332881974 0.00874374275908803 0.00874406132501676 0.0191668796319959 0.0213680920964769 0.00871004267920913 0.01352295521648
"read" 0.00950931913275009 0.0224942358520629 0 0.0106193186645145 0.00902445627650934 0.0142048817443595 0.00505382321726386 0.0261123877167328 0.0283018867924528 0.0203076610651368 0.00875062895145589 0.0209520616828696 0.0068397893344885 0.00509437326472911 0.0357285771451438 0.0221073866305579 0.179246726561305 0.0204028097583724 0.0255558395093279 0.0160260690723577 0.023226780477891 0.0180306069553066
"bad" 0.0118866489159376 0.0356158734324329 0.0303851315422986 0.0233625010619319 0.0451222813825467 0.00473496058145316 0.0202152928690554 0.0156674326300397 0.00943396226415094 0.0228461186982789 0.0371901730436875 0.0188568555145826 0.0227992977816283 0.022924679691281 0.040016006402561 0.0386879266034764 0.013115614138632 0.0204028097583724 0.0276854928017719 0.0240391036085366 0.0348401707168365 0.0428226915188533
"wag" 0 0 0 0 0 0 0 0 0 0.00507691526628421 0 0 0 0 0 0 0.00218593568977201 0 0.487690603969674 0.00267101151205962 0 0
"matter" 0.0142639786991251 0.0393649127411101 0.0101283771807662 0.0382295471922521 0.00902445627650934 0.0307772437794455 0.0126345580431597 0.0313348652600794 0.0259433962264151 0.0177692034319947 0.0240642296165037 0.0209520616828696 0.0182394382253027 0.022924679691281 0.0414451494883668 0.0331610799458369 0.0240452925874921 0.0233174968667114 0.0212965329244399 0.0240391036085366 0.00871004267920913 0.0315535621717866
"children" 0.0689425637124382 0.0168706768890472 0.0202567543615324 0.00849545493161159 0.0992690190416027 0.0118374014536329 0.00505382321726386 0.0678922080635053 0.0188679245283019 0.0431537797634158 0.0284395440922316 0.0125712370097218 0.0182394382253027 0.0101887465294582 0.0957525867489853 0.00829026998645923 0.00218593568977201 0.00874406132501676 0.00638895987733197 0.00267101151205962 0.00290334755973638 0.00450765173882666
"beasts" 0.0166413084823127 0.0112471179260315 0.0202567543615324 0.00849545493161159 0.0360978251060374 0 0.305756304644464 0.00783371631501985 0.00943396226415094 0.0355384068639894 0.00218765723786397 0.00209520616828696 0.0113996488908142 0.0509437326472911 0.0028582861716115 0.0331610799458369 0.015301549828404 0.00582937421667784 0.00851861316977596 0.00801303453617885 0.00580669511947275 0
"leave" 0.0285279573982503 0.0243687555064015 0.0354493201326817 0.021238637329029 0.0180489125530187 0.0142048817443595 0.0303229393035832 0.0391685815750992 0.0306603773584906 0.0203076610651368 0.0218765723786397 0.0293328863560174 0.0250792275597912 0.0254718663236455 0.0200080032012805 0.0193439633017382 0.013115614138632 0.0320615581917281 0.0170372263395519 0.0293811266326558 0.0406468658363093 0.02028443282472
"men" 0.00475465956637505 0.0206197161977243 0.0607702630845973 0.00849545493161159 0.00902445627650934 0.0213073226165392 0.035376762520847 0.018278671401713 0.0188679245283019 0.0203076610651368 0.0109382861893199 0.0335232986925914 0.0433186657850938 0.0305662395883746 0.0271537186303093 0.011053693315279 0.104924913109056 0.00582937421667784 0 0.0186970805844173 0.0203234329181546 0.00676147760823999
"sawhorse" 0.0879612019779384 0.0806043451365588 0.0202567543615324 0.104069322912242 0.180489125530187 0.00236748029072658 0.0277960276949512 0.0757259243785252 0.00943396226415094 0 0.0131259434271838 0.0293328863560174 0.013679578668977 0 0 0.00276342332881974 0 0 0 0 0 0.00225382586941333
"ears" 0.0309052871814378 0.0112471179260315 0.0101283771807662 0.0127431823974174 0.0451222813825467 0.0426146452330784 0.0151614696517916 0.00783371631501985 0.0330188679245283 0.0456922373965579 0.0131259434271838 0.0230472678511566 0.013679578668977 0.022924679691281 0.0142914308580575 0.00552684665763948 0.0174874855181761 0.0233174968667114 0.0638895987733197 0.0106840460482385 0.0900037743518277 0.0247920845635466
"idea" 0.00950931913275009 0.0299923144694172 0.0253209429519155 0.0339818197264464 0.0360978251060374 0.028409763488719 0.037903674129479 0.018278671401713 0.0306603773584906 0.0126922881657105 0.0218765723786397 0.0272376801877305 0.0364788764506053 0.00509437326472911 0.0200080032012805 0.0442147732611159 0.0262312282772641 0.0233174968667114 0.0149075730471079 0.0160260690723577 0.0203234329181546 0.0315535621717866
"road" 0.0166413084823127 0.0524865503214801 0.00759628288557466 0.0021238637329029 0 0.0378796846516253 0 0.018278671401713 0.0731132075471698 0.134538254556531 0.0131259434271838 0.0146664431780087 0.00455985955632567 0.11207621182404 0.0028582861716115 0.011053693315279 0.00218593568977201 0.00582937421667784 0.0127779197546639 0 0.0203234329181546 0
"among" 0.0213959680486877 0.0281177948150786 0.0303851315422986 0.0488488658567666 0.027073368829528 0.0213073226165392 0.0429574973467428 0.0235011489450595 0.0188679245283019 0.0177692034319947 0.0175012579029118 0.0230472678511566 0.013679578668977 0.0356606128531037 0.0500200080032013 0.0386879266034764 0.0174874855181761 0.00291468710833892 0.00425930658488798 0.0106840460482385 0.0116133902389455 0.0157767810858933
"wait" 0.0118866489159376 0.0149961572347086 0.0126604714759578 0.0148670461303203 0.00902445627650934 0.0213073226165392 0.0126345580431597 0.0235011489450595 0.0424528301886792 0.0126922881657105 0.0109382861893199 0.0104760308414348 0.0159595084471398 0.022924679691281 0.0157205739438633 0.0303976566170172 0.0393468424158961 0.0670378034917952 0.0234261862168839 0.0480782072170731 0.0551636036349911 0.0383150397800266
"years" 0.0427919360973754 0.0149961572347086 0.0101283771807662 0.0148670461303203 0.00902445627650934 0.0165723620350861 0.0202152928690554 0.00783371631501985 0.0306603773584906 0.00761537289942631 0.00656297171359191 0.0419041233657392 0.041038736006931 0.0331134262207392 0.0242954324586978 0.0773758532069528 0.0240452925874921 0.037890932408406 0.0276854928017719 0.0106840460482385 0.0203234329181546 0.0157767810858933
"hair" 0.0309052871814378 0.0243687555064015 0.0430456030182564 0.0254863647948348 0.027073368829528 0.00946992116290632 0.0151614696517916 0.0443910591184458 0.0283018867924528 0.0482306950297 0.0175012579029118 0.0146664431780087 0.0227992977816283 0.022924679691281 0.0142914308580575 0.0248708099593777 0.013115614138632 0.0174881226500335 0.0319447993866599 0.0267101151205962 0.0290334755973638 0.02028443282472
"pigasus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00218593568977201 0.00291468710833892 0 0 0 0.502603168879172
"girls" 0.00237732978318752 0.0149961572347086 0.131668903349961 0.0764590943845043 0 0.0828618101754303 0.0227422044776874 0.0156674326300397 0.0117924528301887 0.0101538305325684 0.0175012579029118 0.0251424740194435 0.0068397893344885 0.00509437326472911 0.00142914308580575 0 0.00218593568977201 0.0145734355416946 0.0127779197546639 0.0614332647773712 0.00580669511947275 0.0112691293470666
"explained" 0.0118866489159376 0.0187451965433858 0.0151925657711493 0.0297340922606406 0 0.0213073226165392 0.0328498509122151 0.00261123877167328 0.0400943396226415 0.0177692034319947 0.0218765723786397 0.0167616493462957 0.027359157337954 0.0101887465294582 0.0142914308580575 0.0442147732611159 0.0284171639670361 0.0320615581917281 0.0340744526791038 0.0427361841929539 0.0261301280376274 0.0360612139106133
"sea" 0.00475465956637505 0.00187451965433858 0.00253209429519155 0 0 0 0 0.0235011489450595 0.00471698113207547 0.00507691526628421 0.0109382861893199 0.0146664431780087 0 0 0.00142914308580575 0.00276342332881974 0.327890353465801 0 0.0212965329244399 0.00267101151205962 0.0522602560752548 0.0292997363023733
"agreed" 0.0237732978318752 0.0337413537780944 0.0303851315422986 0.040353410925155 0.0180489125530187 0.0165723620350861 0.0227422044776874 0.0235011489450595 0 0.00761537289942631 0.0284395440922316 0.0188568555145826 0.0364788764506053 0.0127359331618228 0.005716572343223 0.085666123193412 0.0306030996568081 0.0204028097583724 0.0106482664622199 0.0213680920964769 0.0145167377986819 0.0360612139106133
"tiger" 0.0380372765310004 0.0074980786173543 0.00759628288557466 0 0.27073368829528 0 0.0909688179107495 0.130561938583664 0.00471698113207547 0.0456922373965579 0.00656297171359191 0.0251424740194435 0 0.0101887465294582 0 0.0607953132340343 0.00218593568977201 0.0174881226500335 0.00212965329244399 0.00801303453617885 0 0.0247920845635466
"above" 0.0142639786991251 0.0112471179260315 0.0531739801990226 0.0169909098632232 0.0180489125530187 0.0307772437794455 0.0176883812604235 0.0287236264884061 0.0165094339622642 0.0126922881657105 0.0262518868543677 0.0146664431780087 0.0159595084471398 0.0127359331618228 0.034299434059338 0.0138171166440987 0.0568343279340722 0.034976245300067 0.0362041059715478 0.0267101151205962 0.023226780477891 0.00450765173882666
"emperor" 0 0.0149961572347086 0.00253209429519155 0.00637159119870869 0 0.0544520466867113 0.00505382321726386 0 0.165094339622642 0.025384576331421 0 0 0.102596840017327 0 0.00142914308580575 0 0 0.00291468710833892 0 0.0133550575602981 0.00290334755973638 0.11494511934008
"golden" 0.00237732978318752 0.00937259827169288 0.0481097916086395 0.0446011383909608 0 0.028409763488719 0.0277960276949512 0.0287236264884061 0.0212264150943396 0.0329999492308473 0.0131259434271838 0.0293328863560174 0.0250792275597912 0.0738684123385721 0.0200080032012805 0.00276342332881974 0.00437187137954401 0.0466349937334227 0.0234261862168839 0.00534202302411923 0.00580669511947275 0.0225382586941333
"he^s" 0.0285279573982503 0.0168706768890472 0.00759628288557466 0.0191147735961261 0 0.00236748029072658 0.0252691160863193 0.0104449550866931 0.0495283018867925 0.0406153221302736 0.0153136006650478 0.0398089171974522 0.0159595084471398 0.0101887465294582 0.00857485851483451 0.0331610799458369 0.0546483922443002 0.0320615581917281 0 0.0293811266326558 0.0406468658363093 0.0428226915188533
"hold" 0.0166413084823127 0.00562355896301573 0.0177246600663409 0.0276102285277377 0.054146737659056 0.0213073226165392 0.0126345580431597 0.018278671401713 0.0471698113207547 0.0025384576331421 0.0306272013300956 0.0104760308414348 0.013679578668977 0.0203774930589164 0.022866289372892 0.0165805399729185 0.0721358777624762 0.0116587484333557 0.0106482664622199 0.0427361841929539 0.0377435182765729 0.0360612139106133
"seems" 0.0285279573982503 0.0412394323954487 0.0354493201326817 0.040353410925155 0.00902445627650934 0.028409763488719 0.0252691160863193 0.0261123877167328 0.00943396226415094 0.0228461186982789 0.0503161164708713 0.0251424740194435 0.0455985955632566 0.0127359331618228 0.0142914308580575 0.0193439633017382 0.01092967844886 0.0204028097583724 0.00851861316977596 0.00801303453617885 0.00871004267920913 0.0157767810858933
"we^re" 0.0190186382655002 0.0318668341237558 0.0202567543615324 0.0106193186645145 0.00902445627650934 0 0.035376762520847 0.00783371631501985 0.044811320754717 0.0355384068639894 0.0393778302815515 0.0104760308414348 0 0.00254718663236455 0.0428742925741725 0.00829026998645923 0.0327890353465801 0.037890932408406 0 0.034723149656775 0.0493569085155184 0.0338073880411999
"book" 0.0142639786991251 0.00562355896301573 0.0379814144278733 0.0849545493161159 0 0.0142048817443595 0.0101076464345277 0 0.0660377358490566 0.0126922881657105 0.0153136006650478 0.0188568555145826 0 0 0.017149717029669 0.0193439633017382 0.0393468424158961 0.0495496808417616 0.0404634125564358 0.0320521381447154 0.00580669511947275 0.0180306069553066
"glad" 0.0356599467478129 0.0337413537780944 0.0303851315422986 0.0169909098632232 0.027073368829528 0.028409763488719 0.0328498509122151 0.0235011489450595 0.0117924528301887 0.0583845255622684 0.0218765723786397 0.0314280925243044 0.0524383848977451 0.0483965460149265 0.0100040016006403 0.00829026998645923 0.00655780706931602 0.00874406132501676 0.00851861316977596 0.00534202302411923 0.00290334755973638 0.0225382586941333
"half" 0.0380372765310004 0.0187451965433858 0.0202567543615324 0.0297340922606406 0 0.0142048817443595 0.0126345580431597 0.0208899101733863 0.0283018867924528 0.0152307457988526 0.0503161164708713 0.0209520616828696 0.013679578668977 0.00764155989709366 0.0128622877722518 0.011053693315279 0.0240452925874921 0.037890932408406 0.0276854928017719 0.0454071957050135 0.0377435182765729 0.02028443282472
"king^s" 0.00475465956637505 0.0431139520497872 0.00253209429519155 0.0106193186645145 0.054146737659056 0.00710244087217974 0.0151614696517916 0.0496135366617924 0.0141509433962264 0.0152307457988526 0.0546914309465993 0.0356185048608783 0 0 0 0 0.0437187137954401 0.0990993616835233 0 0.00801303453617885 0.0145167377986819 0.0788839054294665
"yourself" 0.0118866489159376 0.0243687555064015 0.0126604714759578 0.0169909098632232 0.0180489125530187 0.0142048817443595 0.0202152928690554 0.0235011489450595 0.00707547169811321 0.0152307457988526 0.00875062895145589 0.0146664431780087 0.0113996488908142 0.022924679691281 0.0786028697193163 0.00829026998645923 0.0240452925874921 0.0262321839750503 0.0127779197546639 0.0320521381447154 0.023226780477891 0.0495841691270932
"bring" 0.0118866489159376 0.0243687555064015 0.0177246600663409 0.0148670461303203 0 0.0260422831979924 0.0176883812604235 0.00522247754334656 0.0165094339622642 0.00507691526628421 0.00437531447572794 0.00838082467314784 0.00455985955632567 0.022924679691281 0.0886068713199566 0.0193439633017382 0.0306030996568081 0.0262321839750503 0.0234261862168839 0.0614332647773712 0.0203234329181546 0.00901530347765332
"stopped" 0.0285279573982503 0.0243687555064015 0.0151925657711493 0.0254863647948348 0.00902445627650934 0.0307772437794455 0.0202152928690554 0.0365573428034259 0.044811320754717 0.0380768644971315 0.0262518868543677 0.00628561850486088 0.0319190168942797 0.0305662395883746 0.00857485851483451 0.0221073866305579 0.013115614138632 0.0320615581917281 0.0276854928017719 0.0186970805844173 0.0203234329181546 0.00676147760823999
"dark" 0.0190186382655002 0.00937259827169288 0.0126604714759578 0.0169909098632232 0 0.0213073226165392 0.0126345580431597 0.0208899101733863 0.0330188679245283 0.0126922881657105 0.0393778302815515 0.0230472678511566 0.027359157337954 0.0407549861178329 0.0185788601154748 0.0248708099593777 0.00655780706931602 0.0204028097583724 0.0149075730471079 0.0240391036085366 0.0406468658363093 0.0631071243435732
"rose" 0.0118866489159376 0.01312163758037 0.0278530372471071 0.0233625010619319 0.0180489125530187 0.0378796846516253 0.0252691160863193 0.0104449550866931 0.0188679245283019 0.0152307457988526 0.0415654875194155 0.127807576265505 0.00911971911265133 0.0127359331618228 0.005716572343223 0.00276342332881974 0.0218593568977201 0.00874406132501676 0.0170372263395519 0.0160260690723577 0.0116133902389455 0.02028443282472
"till" 0 0.0112471179260315 0.00253209429519155 0.0106193186645145 0.00902445627650934 0 0.0126345580431597 0.00522247754334656 0.0306603773584906 0.00507691526628421 0.0218765723786397 0.00419041233657392 0.00911971911265133 0.0203774930589164 0 0 0.0568343279340722 0.0874406132501676 0.0511116790186558 0.0667752878014904 0.092907121911564 0.0405688656494399
"ready" 0.0332826169646253 0.0412394323954487 0.0151925657711493 0.0106193186645145 0.0180489125530187 0.0189398423258126 0.0126345580431597 0.0104449550866931 0.0377358490566038 0.0177692034319947 0.0262518868543677 0.0293328863560174 0.013679578668977 0.0331134262207392 0.034299434059338 0.0138171166440987 0.0306030996568081 0.0204028097583724 0.0170372263395519 0.00534202302411923 0.023226780477891 0.0247920845635466
"sighed" 0.0190186382655002 0.0149961572347086 0.00506418859038311 0.0148670461303203 0.0180489125530187 0.00236748029072658 0.00252691160863193 0.00783371631501985 0.0754716981132075 0.0101538305325684 0.00875062895145589 0.0104760308414348 0.00227992977816283 0.00254718663236455 0.00714571542902875 0.0552684665763948 0.0371609067261241 0.0320615581917281 0.0787971718204276 0.0320521381447154 0.0348401707168365 0.0450765173882666
"already" 0.00475465956637505 0.01312163758037 0.0151925657711493 0.00637159119870869 0.00902445627650934 0.0189398423258126 0.0151614696517916 0.0130561938583664 0.0212264150943396 0.0228461186982789 0.0262518868543677 0.00838082467314784 0.0182394382253027 0.00764155989709366 0.0142914308580575 0.074612429878133 0.0262312282772641 0.0466349937334227 0.0212965329244399 0.0721173108256097 0.0435502133960456 0.0270459104329599
"carry" 0.0142639786991251 0.0149961572347086 0.022788848656724 0.021238637329029 0.0451222813825467 0.044982125523805 0.0303229393035832 0.00783371631501985 0.00707547169811321 0.0101538305325684 0.0546914309465993 0.0230472678511566 0.0182394382253027 0.0713212257062075 0.00142914308580575 0.00829026998645923 0.0371609067261241 0.0233174968667114 0.0276854928017719 0.0213680920964769 0.0174200853584183 0.0112691293470666
"hurt" 0.0332826169646253 0.0206197161977243 0.0177246600663409 0.0552204570554753 0.0631711939355654 0.0260422831979924 0.0176883812604235 0.018278671401713 0.00943396226415094 0.0126922881657105 0.0306272013300956 0.0272376801877305 0.0205193680034655 0.0585852925443847 0.017149717029669 0.0138171166440987 0.00655780706931602 0.0145734355416946 0.0212965329244399 0.0106840460482385 0.0290334755973638 0.0112691293470666
"bird" 0.00475465956637505 0.00187451965433858 0.022788848656724 0.0276102285277377 0 0.00473496058145316 0.0555920553899025 0.00261123877167328 0.00943396226415094 0.0025384576331421 0.0350025158058235 0 0.0387588062287682 0.00764155989709366 0 0.0193439633017382 0.207663890528341 0.00582937421667784 0.0170372263395519 0.00534202302411923 0.00290334755973638 0.0112691293470666
"river" 0.0190186382655002 0.00374903930867715 0.00253209429519155 0.0361056834593492 0.0812201064885841 0.0213073226165392 0.0909688179107495 0.00261123877167328 0.0212264150943396 0.00507691526628421 0.0240642296165037 0 0.00227992977816283 0.0534909192796556 0.0185788601154748 0.00276342332881974 0.0743218134522482 0.0816112390334898 0.00425930658488798 0 0.00290334755973638 0.0112691293470666
"taken" 0.0213959680486877 0.0281177948150786 0.022788848656724 0.0254863647948348 0 0.0236748029072658 0.0151614696517916 0.0104449550866931 0.0306603773584906 0.0126922881657105 0.0328148585679596 0.0146664431780087 0.0159595084471398 0.0203774930589164 0.0157205739438633 0.0303976566170172 0.0284171639670361 0.0204028097583724 0.0276854928017719 0.0293811266326558 0.0261301280376274 0.0360612139106133
"cat" 0.0309052871814378 0 0.0278530372471071 0.0021238637329029 0.0180489125530187 0.00473496058145316 0.35376762520847 0 0.0165094339622642 0 0.00218765723786397 0 0 0.00509437326472911 0.00142914308580575 0.0303976566170172 0.00218593568977201 0.00582937421667784 0.00425930658488798 0.00801303453617885 0.0290334755973638 0.00225382586941333
"edge" 0.0356599467478129 0.01312163758037 0.0278530372471071 0.0361056834593492 0.00902445627650934 0.0142048817443595 0.0404305857381109 0.0261123877167328 0.00943396226415094 0.0279230339645631 0.0525037737087353 0.0104760308414348 0.0296390871161168 0.022924679691281 0 0.00276342332881974 0.0371609067261241 0.0145734355416946 0.0127779197546639 0.034723149656775 0.0348401707168365 0.0157767810858933
"flying" 0.00713198934956257 0.00562355896301573 0.00253209429519155 0.0254863647948348 0 0.0165723620350861 0.00252691160863193 0.00261123877167328 0.0188679245283019 0.00507691526628421 0.0153136006650478 0.00628561850486088 0.00455985955632567 0.0178303064265519 0.00714571542902875 0.011053693315279 0.0939952346601963 0.0408056195167449 0.0234261862168839 0.154918667699458 0.0261301280376274 0.02028443282472
"making" 0.0190186382655002 0.0281177948150786 0.0405135087230648 0.0169909098632232 0 0.0236748029072658 0.0252691160863193 0.0156674326300397 0.0495283018867925 0.0203076610651368 0.00656297171359191 0.0188568555145826 0.0319190168942797 0.0152831197941873 0.0185788601154748 0.0165805399729185 0.0349749710363521 0.00874406132501676 0.0149075730471079 0.0267101151205962 0.0261301280376274 0.0270459104329599
"pocket" 0.0451692658805629 0.00562355896301573 0.00759628288557466 0.0233625010619319 0.00902445627650934 0.028409763488719 0.0252691160863193 0.0417798203467725 0.035377358490566 0.0456922373965579 0.0371901730436875 0.0335232986925914 0.0068397893344885 0.00254718663236455 0.00428742925741725 0.011053693315279 0.00655780706931602 0.0408056195167449 0.0383337592639918 0.0160260690723577 0.0290334755973638 0.0157767810858933
"sight" 0.0285279573982503 0.0168706768890472 0.0101283771807662 0.0148670461303203 0.0180489125530187 0.0165723620350861 0.0277960276949512 0.0208899101733863 0.0212264150943396 0.0406153221302736 0.0262518868543677 0.0377137110291653 0.013679578668977 0.0254718663236455 0.0157205739438633 0.0165805399729185 0.0196734212079481 0.0262321839750503 0.0319447993866599 0.0160260690723577 0.0406468658363093 0.02028443282472
"belt" 0.0285279573982503 0.0862279040995745 0.0101283771807662 0.0446011383909608 0 0 0 0.0757259243785252 0.00943396226415094 0.0228461186982789 0 0.00209520616828696 0 0 0.034299434059338 0 0.00874374275908803 0.0816112390334898 0.0127779197546639 0.0293811266326558 0.023226780477891 0.00450765173882666
"close" 0.0166413084823127 0.0112471179260315 0.0202567543615324 0.0339818197264464 0.027073368829528 0.0236748029072658 0.0202152928690554 0.0208899101733863 0.0306603773584906 0.025384576331421 0.0240642296165037 0.0146664431780087 0.0296390871161168 0.0331134262207392 0.022866289372892 0.0193439633017382 0.0306030996568081 0.00874406132501676 0.0191668796319959 0.0213680920964769 0.0174200853584183 0.0292997363023733
"general" 0.00475465956637505 0.202448122668566 0 0.0021238637329029 0.00902445627650934 0.044982125523805 0.00505382321726386 0.0287236264884061 0.0212264150943396 0.00507691526628421 0.00218765723786397 0.0544753603754609 0.00227992977816283 0 0.011433144686446 0 0.00874374275908803 0.00291468710833892 0.00851861316977596 0.00534202302411923 0 0.01352295521648
"powerful" 0.0118866489159376 0.0299923144694172 0.0506418859038311 0.0530965933225724 0.027073368829528 0.00473496058145316 0.0454844089553747 0.0208899101733863 0 0.0101538305325684 0.0131259434271838 0.0146664431780087 0.0296390871161168 0.0331134262207392 0.00714571542902875 0.0193439633017382 0.0196734212079481 0.037890932408406 0.00851861316977596 0.0320521381447154 0.023226780477891 0.0225382586941333
"deep" 0.0190186382655002 0.00187451965433858 0.022788848656724 0.0191147735961261 0.0180489125530187 0.0213073226165392 0.0252691160863193 0.0208899101733863 0.0306603773584906 0.025384576331421 0.0218765723786397 0.0230472678511566 0.00911971911265133 0.0178303064265519 0.0614531526896473 0.0248708099593777 0.0306030996568081 0.0145734355416946 0.0234261862168839 0.0160260690723577 0.00290334755973638 0.0157767810858933
"fire" 0.0190186382655002 0.01312163758037 0.00253209429519155 0.0254863647948348 0 0.0331447240701721 0.00758073482589579 0.00261123877167328 0.0165094339622642 0 0.0459408019951434 0.0293328863560174 0.0068397893344885 0.0356606128531037 0.011433144686446 0.0138171166440987 0.0830655562113363 0.00291468710833892 0.0106482664622199 0.0507492187291327 0.0667769938739367 0.00676147760823999
"laughed" 0.0261506276150628 0.0281177948150786 0.0202567543615324 0.0276102285277377 0.027073368829528 0.0142048817443595 0.0328498509122151 0.0235011489450595 0.0283018867924528 0.0228461186982789 0.0218765723786397 0.0377137110291653 0.0227992977816283 0.0203774930589164 0.0128622877722518 0.0386879266034764 0.00874374275908803 0.00874406132501676 0.0276854928017719 0.0160260690723577 0.0116133902389455 0.02028443282472
